Energia	P_OscStd	P_InvDcy	P_VEP	P_NSI	P_VIS_1	P_VIS_2	P_DCH	
7.1	0.017151713	0.016824746	0.022753927	0.0097143313	0.016136666	0.00015238046	0.021386269	
7.11	0.017103723	0.016778205	0.022708628	0.0096764995	0.016114669	0.00015216943	0.021339264	
7.12	0.017055927	0.016731848	0.022663515	0.0096388437	0.016092733	0.00015195899	0.021292449	
7.13	0.017008323	0.016685675	0.022618587	0.0096013628	0.016070856	0.00015174914	0.021245822	
7.14	0.01696091	0.016639686	0.022573843	0.0095640559	0.016049038	0.00015153985	0.021199382	
7.15	0.016913687	0.016593879	0.022529282	0.0095269221	0.01602728	0.00015133115	0.021153128	
7.16	0.016866653	0.016548253	0.022484904	0.0094899603	0.016005581	0.00015112302	0.021107059	
7.17	0.016819808	0.016502808	0.022440708	0.0094531696	0.01598394	0.00015091546	0.021061175	
7.18	0.01677315	0.016457542	0.022396692	0.009416549	0.015962358	0.00015070847	0.021015475	
7.19	0.016726678	0.016412455	0.022352856	0.0093800976	0.015940834	0.00015050205	0.020969957	
7.2	0.016680392	0.016367545	0.022309198	0.0093438145	0.015919368	0.00015029619	0.02092462	
7.21	0.01663429	0.016322812	0.022265719	0.0093076987	0.01589796	0.0001500909	0.020879464	
7.22	0.016588371	0.016278255	0.022222417	0.0092717494	0.015876609	0.00014988616	0.020834488	
7.23	0.016542636	0.016233874	0.02217929	0.0092359655	0.015855316	0.00014968198	0.020789691	
7.24	0.016497082	0.016189666	0.022136339	0.0092003461	0.015834079	0.00014947836	0.020745071	
7.25	0.016451708	0.016145632	0.022093563	0.0091648905	0.0158129	0.00014927529	0.020700629	
7.26	0.016406515	0.01610177	0.02205096	0.0091295975	0.015791777	0.00014907277	0.020656363	
7.27	0.0163615	0.01605808	0.022008529	0.0090944665	0.01577071	0.00014887081	0.020612272	
7.28	0.016316663	0.01601456	0.021966271	0.0090594964	0.0157497	0.00014866938	0.020568355	
7.29	0.016272004	0.015971211	0.021924183	0.0090246863	0.015728746	0.0001484685	0.020524612	
7.3	0.01622752	0.01592803	0.021882266	0.0089900355	0.015707847	0.00014826817	0.020481041	
7.31	0.016183213	0.015885018	0.021840518	0.008955543	0.015687004	0.00014806837	0.020437642	
7.32	0.016139079	0.015842173	0.021798938	0.008921208	0.015666216	0.00014786911	0.020394414	
7.33	0.016095119	0.015799494	0.021757527	0.0088870295	0.015645483	0.00014767039	0.020351356	
7.34	0.016051332	0.015756981	0.021716281	0.0088530068	0.015624805	0.0001474722	0.020308467	
7.35	0.016007717	0.015714633	0.021675202	0.0088191389	0.015604181	0.00014727454	0.020265747	
7.36	0.015964272	0.01567245	0.021634288	0.0087854251	0.015583612	0.00014707741	0.020223194	
7.37	0.015920998	0.015630429	0.021593539	0.0087518645	0.015563097	0.0001468808	0.020180807	
7.38	0.015877893	0.015588571	0.021552953	0.0087184562	0.015542636	0.00014668473	0.020138587	
7.39	0.015834957	0.015546875	0.02151253	0.0086851995	0.015522229	0.00014648917	0.020096531	
7.4	0.015792188	0.015505339	0.021472269	0.0086520935	0.015501875	0.00014629414	0.02005464	
7.41	0.015749585	0.015463964	0.021432169	0.0086191373	0.015481575	0.00014609962	0.020012911	
7.42	0.015707149	0.015422748	0.021392229	0.0085863302	0.015461328	0.00014590562	0.019971346	
7.43	0.015664878	0.01538169	0.021352449	0.0085536713	0.015441133	0.00014571213	0.019929942	
7.44	0.015622771	0.01534079	0.021312828	0.0085211599	0.015420992	0.00014551916	0.019888699	
7.45	0.015580828	0.015300047	0.021273365	0.0084887952	0.015400903	0.0001453267	0.019847616	
7.46	0.015539047	0.01525946	0.02123406	0.0084565763	0.015380866	0.00014513474	0.019806692	
7.47	0.015497428	0.015219029	0.02119491	0.0084245025	0.015360881	0.0001449433	0.019765927	
7.48	0.01545597	0.015178752	0.021155917	0.0083925729	0.015340948	0.00014475235	0.019725319	
7.49	0.015414673	0.015138629	0.021117079	0.0083607868	0.015321067	0.00014456191	0.019684869	
7.5	0.015373535	0.01509866	0.021078395	0.0083291435	0.015301237	0.00014437197	0.019644574	
7.51	0.015332555	0.015058843	0.021039864	0.0082976421	0.015281459	0.00014418253	0.019604436	
7.52	0.015291734	0.015019177	0.021001487	0.008266282	0.015261731	0.00014399358	0.019564451	
7.53	0.015251069	0.014979662	0.020963261	0.0082350622	0.015242055	0.00014380513	0.019524621	
7.54	0.015210561	0.014940298	0.020925187	0.0082039821	0.015222429	0.00014361717	0.019484943	
7.55	0.015170208	0.014901083	0.020887263	0.008173041	0.015202854	0.0001434297	0.019445419	
7.56	0.015130011	0.014862017	0.020849489	0.008142238	0.015183329	0.00014324272	0.019406045	
7.57	0.015089967	0.014823099	0.020811865	0.0081115724	0.015163854	0.00014305623	0.019366823	
7.58	0.015050076	0.014784328	0.020774389	0.0080810436	0.015144429	0.00014287022	0.01932775	
7.59	0.015010338	0.014745703	0.02073706	0.0080506507	0.015125053	0.0001426847	0.019288827	
7.6	0.014970752	0.014707225	0.020699879	0.0080203931	0.015105728	0.00014249965	0.019250053	
7.61	0.014931317	0.014668892	0.020662844	0.00799027	0.015086451	0.00014231509	0.019211427	
7.62	0.014892032	0.014630703	0.020625954	0.0079602807	0.015067224	0.000142131	0.019172947	
7.63	0.014852897	0.014592658	0.02058921	0.0079304244	0.015048046	0.00014194739	0.019134615	
7.64	0.014813911	0.014554756	0.02055261	0.0079007006	0.015028916	0.00014176425	0.019096428	
7.65	0.014775073	0.014516997	0.020516153	0.0078711084	0.015009835	0.00014158158	0.019058386	
7.66	0.014736382	0.014479379	0.020479839	0.0078416472	0.014990802	0.00014139939	0.019020488	
7.67	0.014697837	0.014441902	0.020443667	0.0078123162	0.014971818	0.00014121766	0.018982734	
7.68	0.014659439	0.014404566	0.020407637	0.0077831149	0.014952882	0.0001410364	0.018945124	
7.69	0.014621186	0.014367369	0.020371748	0.0077540424	0.014933993	0.0001408556	0.018907655	
7.7	0.014583078	0.014330311	0.020335999	0.0077250981	0.014915153	0.00014067527	0.018870328	
7.71	0.014545113	0.014293392	0.020300389	0.0076962814	0.014896359	0.00014049539	0.018833142	
7.72	0.014507292	0.01425661	0.020264918	0.0076675916	0.014877613	0.00014031598	0.018796096	
7.73	0.014469613	0.014219965	0.020229586	0.0076390279	0.014858914	0.00014013702	0.018759189	
7.74	0.014432076	0.014183457	0.02019439	0.0076105897	0.014840263	0.00013995852	0.018722421	
7.75	0.01439468	0.014147084	0.020159332	0.0075822764	0.014821657	0.00013978048	0.018685792	
7.76	0.014357424	0.014110847	0.02012441	0.0075540873	0.014803099	0.00013960288	0.0186493	
7.77	0.014320308	0.014074744	0.020089624	0.0075260218	0.014784587	0.00013942574	0.018612945	
7.78	0.014283331	0.014038775	0.020054973	0.0074980791	0.014766121	0.00013924905	0.018576726	
7.79	0.014246492	0.014002938	0.020020456	0.0074702587	0.014747701	0.0001390728	0.018540643	
7.8	0.014209792	0.013967235	0.019986072	0.0074425599	0.014729327	0.000138897	0.018504694	
7.81	0.014173228	0.013931663	0.019951822	0.0074149821	0.014710999	0.00013872164	0.01846888	
7.82	0.014136801	0.013896223	0.019917704	0.0073875246	0.014692717	0.00013854672	0.018433199	
7.83	0.014100509	0.013860913	0.019883718	0.0073601868	0.01467448	0.00013837225	0.018397651	
7.84	0.014064352	0.013825733	0.019849864	0.007332968	0.014656288	0.00013819821	0.018362236	
7.85	0.01402833	0.013790683	0.019816139	0.0073058678	0.014638141	0.00013802461	0.018326952	
7.86	0.013992442	0.013755761	0.019782545	0.0072788854	0.014620039	0.00013785145	0.0182918	
7.87	0.013956687	0.013720968	0.01974908	0.0072520201	0.014601982	0.00013767872	0.018256777	
7.88	0.013921065	0.013686302	0.019715744	0.0072252716	0.014583969	0.00013750642	0.018221885	
7.89	0.013885574	0.013651763	0.019682537	0.007198639	0.014566001	0.00013733455	0.018187122	
7.9	0.013850215	0.013617351	0.019649456	0.0071721218	0.014548076	0.00013716312	0.018152487	
7.91	0.013814986	0.013583064	0.019616503	0.0071457194	0.014530196	0.0001369921	0.01811798	
7.92	0.013779887	0.013548903	0.019583676	0.0071194312	0.01451236	0.00013682152	0.018083601	
7.93	0.013744918	0.013514866	0.019550975	0.0070932566	0.014494568	0.00013665136	0.018049348	
7.94	0.013710078	0.013480954	0.0195184	0.007067195	0.014476819	0.00013648162	0.018015222	
7.95	0.013675365	0.013447164	0.019485949	0.0070412459	0.014459114	0.0001363123	0.017981221	
7.96	0.013640781	0.013413498	0.019453622	0.0070154086	0.014441452	0.00013614341	0.017947345	
7.97	0.013606323	0.013379954	0.019421418	0.0069896826	0.014423833	0.00013597493	0.017913593	
7.98	0.013571992	0.013346532	0.019389338	0.0069640673	0.014406257	0.00013580686	0.017879965	
7.99	0.013537786	0.013313231	0.019357379	0.0069385621	0.014388724	0.00013563922	0.01784646	
8	0.013503706	0.01328005	0.019325543	0.0069131664	0.014371233	0.00013547198	0.017813078	
8.01	0.01346975	0.01324699	0.019293828	0.0068878798	0.014353785	0.00013530516	0.017779818	
8.02	0.013435919	0.013214049	0.019262234	0.0068627016	0.014336379	0.00013513874	0.01774668	
8.03	0.01340221	0.013181226	0.019230759	0.0068376313	0.014319015	0.00013497274	0.017713662	
8.04	0.013368625	0.013148523	0.019199405	0.0068126683	0.014301694	0.00013480714	0.017680764	
8.05	0.013335162	0.013115937	0.019168169	0.006787812	0.014284414	0.00013464195	0.017647987	
8.06	0.01330182	0.013083468	0.019137052	0.006763062	0.014267176	0.00013447716	0.017615328	
8.07	0.0132686	0.013051116	0.019106053	0.0067384177	0.014249979	0.00013431278	0.017582788	
8.08	0.0132355	0.013018881	0.019075171	0.0067138785	0.014232824	0.0001341488	0.017550367	
8.09	0.01320252	0.012986761	0.019044406	0.0066894439	0.01421571	0.00013398521	0.017518062	
8.1	0.01316966	0.012954756	0.019013758	0.0066651134	0.014198638	0.00013382203	0.017485875	
8.11	0.013136919	0.012922865	0.018983225	0.0066408863	0.014181606	0.00013365924	0.017453804	
8.12	0.013104296	0.012891089	0.018952808	0.0066167623	0.014164615	0.00013349685	0.017421849	
8.13	0.01307179	0.012859427	0.018922505	0.0065927408	0.014147665	0.00013333485	0.01739001	
8.14	0.013039402	0.012827877	0.018892317	0.0065688212	0.014130755	0.00013317325	0.017358285	
8.15	0.013007131	0.01279644	0.018862242	0.0065450031	0.014113886	0.00013301203	0.017326674	
8.16	0.012974976	0.012765114	0.018832281	0.0065212859	0.014097057	0.00013285121	0.017295178	
8.17	0.012942936	0.012733901	0.018802432	0.0064976691	0.014080268	0.00013269077	0.017263794	
8.18	0.012911011	0.012702798	0.018772695	0.0064741522	0.014063518	0.00013253072	0.017232523	
8.19	0.012879201	0.012671806	0.018743071	0.0064507347	0.014046809	0.00013237106	0.017201364	
8.2	0.012847505	0.012640923	0.018713557	0.0064274161	0.01403014	0.00013221178	0.017170317	
8.21	0.012815923	0.01261015	0.018684154	0.0064041959	0.014013509	0.00013205288	0.017139381	
8.22	0.012784453	0.012579486	0.018654861	0.0063810735	0.013996919	0.00013189437	0.017108556	
8.23	0.012753096	0.012548931	0.018625678	0.0063580486	0.013980367	0.00013173623	0.017077841	
8.24	0.012721851	0.012518483	0.018596605	0.0063351205	0.013963855	0.00013157847	0.017047235	
8.25	0.012690717	0.012488143	0.018567639	0.0063122889	0.013947381	0.00013142109	0.017016739	
8.26	0.012659694	0.01245791	0.018538783	0.0062895532	0.013930947	0.00013126409	0.016986351	
8.27	0.012628781	0.012427783	0.018510033	0.006266913	0.013914551	0.00013110746	0.016956071	
8.28	0.012597978	0.012397762	0.018481392	0.0062443677	0.013898194	0.00013095121	0.016925899	
8.29	0.012567285	0.012367847	0.018452856	0.006221917	0.013881875	0.00013079532	0.016895834	
8.3	0.0125367	0.012338037	0.018424428	0.0061995602	0.013865594	0.00013063981	0.016865875	
8.31	0.012506224	0.012308331	0.018396105	0.006177297	0.013849352	0.00013048467	0.016836023	
8.32	0.012475856	0.01227873	0.018367887	0.0061551268	0.013833147	0.00013032989	0.016806276	
8.33	0.012445595	0.012249232	0.018339774	0.0061330493	0.013816981	0.00013017548	0.016776634	
8.34	0.012415441	0.012219837	0.018311766	0.0061110639	0.013800852	0.00013002144	0.016747098	
8.35	0.012385393	0.012190545	0.018283862	0.0060891702	0.01378476	0.00012986776	0.016717665	
8.36	0.012355452	0.012161355	0.018256061	0.0060673677	0.013768707	0.00012971444	0.016688336	
8.37	0.012325615	0.012132267	0.018228363	0.006045656	0.01375269	0.00012956148	0.01665911	
8.38	0.012295884	0.01210328	0.018200768	0.0060240346	0.013736711	0.00012940889	0.016629987	
8.39	0.012266257	0.012074394	0.018173274	0.0060025031	0.013720769	0.00012925665	0.016600967	
8.4	0.012236734	0.012045609	0.018145883	0.005981061	0.013704864	0.00012910477	0.016572048	
8.41	0.012207315	0.012016923	0.018118593	0.0059597079	0.013688996	0.00012895325	0.01654323	
8.42	0.012177998	0.011988337	0.018091403	0.0059384434	0.013673164	0.00012880208	0.016514514	
8.43	0.012148785	0.01195985	0.018064314	0.0059172669	0.013657369	0.00012865127	0.016485898	
8.44	0.012119673	0.011931462	0.018037325	0.0058961781	0.013641611	0.00012850081	0.016457382	
8.45	0.012090663	0.011903171	0.018010435	0.0058751765	0.013625888	0.0001283507	0.016428965	
8.46	0.012061755	0.011874979	0.017983645	0.0058542617	0.013610202	0.00012820094	0.016400648	
8.47	0.012032947	0.011846884	0.017956952	0.0058334333	0.013594552	0.00012805153	0.01637243	
8.48	0.012004239	0.011818885	0.017930358	0.0058126908	0.013578938	0.00012790247	0.016344309	
8.49	0.011975631	0.011790983	0.017903862	0.0057920338	0.01356336	0.00012775375	0.016316286	
8.5	0.011947123	0.011763177	0.017877463	0.0057714619	0.013547818	0.00012760538	0.016288361	
8.51	0.011918713	0.011735467	0.017851161	0.0057509747	0.013532311	0.00012745736	0.016260533	
8.52	0.011890402	0.011707852	0.017824955	0.0057305717	0.013516839	0.00012730967	0.016232801	
8.53	0.011862189	0.011680331	0.017798846	0.0057102526	0.013501403	0.00012716233	0.016205165	
8.54	0.011834074	0.011652905	0.017772832	0.0056900169	0.013486003	0.00012701533	0.016177625	
8.55	0.011806056	0.011625572	0.017746913	0.0056698643	0.013470637	0.00012686867	0.01615018	
8.56	0.011778135	0.011598334	0.017721089	0.0056497942	0.013455306	0.00012672235	0.016122829	
8.57	0.01175031	0.011571188	0.017695359	0.0056298064	0.01344001	0.00012657636	0.016095573	
8.58	0.01172258	0.011544135	0.017669723	0.0056099003	0.013424749	0.00012643071	0.016068411	
8.59	0.011694947	0.011517174	0.017644181	0.0055900757	0.013409522	0.0001262854	0.016041342	
8.6	0.011667408	0.011490305	0.017618732	0.0055703321	0.01339433	0.00012614041	0.016014367	
8.61	0.011639964	0.011463527	0.017593376	0.0055506691	0.013379173	0.00012599576	0.015987484	
8.62	0.011612614	0.01143684	0.017568112	0.0055310863	0.013364049	0.00012585145	0.015960693	
8.63	0.011585358	0.011410244	0.01754294	0.0055115833	0.01334896	0.00012570746	0.015933994	
8.64	0.011558195	0.011383738	0.01751786	0.0054921598	0.013333905	0.0001255638	0.015907387	
8.65	0.011531126	0.011357322	0.01749287	0.0054728153	0.013318883	0.00012542047	0.015880871	
8.66	0.011504148	0.011330996	0.017467972	0.0054535495	0.013303896	0.00012527746	0.015854445	
8.67	0.011477263	0.011304758	0.017443164	0.0054343619	0.013288942	0.00012513479	0.015828109	
8.68	0.01145047	0.01127861	0.017418445	0.0054152523	0.013274022	0.00012499243	0.015801864	
8.69	0.011423768	0.011252549	0.017393817	0.0053962202	0.013259135	0.0001248504	0.015775707	
8.7	0.011397157	0.011226576	0.017369277	0.0053772653	0.013244282	0.00012470869	0.01574964	
8.71	0.011370636	0.011200691	0.017344827	0.0053583871	0.013229462	0.0001245673	0.015723661	
8.72	0.011344205	0.011174893	0.017320465	0.0053395853	0.013214675	0.00012442624	0.015697771	
8.73	0.011317864	0.011149182	0.017296191	0.0053208596	0.013199921	0.00012428549	0.015671968	
8.74	0.011291613	0.011123556	0.017272004	0.0053022095	0.0131852	0.00012414506	0.015646253	
8.75	0.01126545	0.011098017	0.017247905	0.0052836348	0.013170511	0.00012400495	0.015620625	
8.76	0.011239376	0.011072564	0.017223893	0.005265135	0.013155856	0.00012386515	0.015595084	
8.77	0.01121339	0.011047196	0.017199968	0.0052467097	0.013141233	0.00012372567	0.015569629	
8.78	0.011187492	0.011021913	0.017176128	0.0052283587	0.013126642	0.0001235865	0.01554426	
8.79	0.011161681	0.010996714	0.017152375	0.0052100816	0.013112084	0.00012344764	0.015518976	
8.8	0.011135957	0.010971599	0.017128707	0.0051918779	0.013097558	0.0001233091	0.015493778	
8.81	0.01111032	0.010946568	0.017105124	0.0051737474	0.013083064	0.00012317086	0.015468665	
8.82	0.011084769	0.010921621	0.017081626	0.0051556898	0.013068603	0.00012303294	0.015443636	
8.83	0.011059304	0.010896756	0.017058212	0.0051377046	0.013054173	0.00012289532	0.015418691	
8.84	0.011033924	0.010871974	0.017034883	0.0051197914	0.013039775	0.00012275802	0.015393829	
8.85	0.011008629	0.010847275	0.017011637	0.0051019501	0.013025409	0.00012262101	0.015369051	
8.86	0.010983419	0.010822657	0.016988474	0.0050841802	0.013011074	0.00012248432	0.015344357	
8.87	0.010958294	0.010798121	0.016965394	0.0050664813	0.012996771	0.00012234792	0.015319744	
8.88	0.010933253	0.010773667	0.016942397	0.0050488532	0.012982499	0.00012221183	0.015295214	
8.89	0.010908295	0.010749293	0.016919483	0.0050312956	0.012968259	0.00012207605	0.015270766	
8.9	0.01088342	0.010725	0.01689665	0.0050138079	0.01295405	0.00012194056	0.0152464	
8.91	0.010858628	0.010700787	0.016873899	0.00499639	0.012939872	0.00012180538	0.015222114	
8.92	0.010833919	0.010676654	0.016851229	0.0049790416	0.012925725	0.00012167049	0.01519791	
8.93	0.010809292	0.010652601	0.01682864	0.0049617622	0.012911608	0.0001215359	0.015173786	
8.94	0.010784747	0.010628627	0.016806131	0.0049445515	0.012897523	0.00012140161	0.015149742	
8.95	0.010760284	0.010604731	0.016783703	0.0049274093	0.012883468	0.00012126762	0.015125778	
8.96	0.010735902	0.010580914	0.016761355	0.0049103351	0.012869444	0.00012113392	0.015101893	
8.97	0.0107116	0.010557176	0.016739086	0.0048933288	0.012855451	0.00012100052	0.015078088	
8.98	0.010687379	0.010533515	0.016716896	0.0048763898	0.012841488	0.00012086741	0.015054361	
8.99	0.010663238	0.010509932	0.016694786	0.0048595181	0.012827555	0.00012073459	0.015030713	
9	0.010639176	0.010486426	0.016672754	0.0048427131	0.012813652	0.00012060206	0.015007143	
9.01	0.010615194	0.010462997	0.0166508	0.0048259746	0.012799779	0.00012046983	0.01498365	
9.02	0.010591292	0.010439644	0.016628924	0.0048093024	0.012785937	0.00012033788	0.014960236	
9.03	0.010567467	0.010416368	0.016607126	0.004792696	0.012772124	0.00012020622	0.014936898	
9.04	0.010543722	0.010393167	0.016585405	0.0047761552	0.012758341	0.00012007485	0.014913637	
9.05	0.010520054	0.010370042	0.016563761	0.0047596796	0.012744588	0.00011994377	0.014890452	
9.06	0.010496464	0.010346993	0.016542194	0.004743269	0.012730865	0.00011981297	0.014867344	
9.07	0.010472952	0.010324018	0.016520703	0.004726923	0.012717171	0.00011968246	0.014844311	
9.08	0.010449516	0.010301118	0.016499288	0.0047106414	0.012703506	0.00011955223	0.014821354	
9.09	0.010426158	0.010278292	0.016477949	0.0046944239	0.012689871	0.00011942229	0.014798472	
9.1	0.010402875	0.01025554	0.016456685	0.00467827	0.012676265	0.00011929262	0.014775665	
9.11	0.010379669	0.010232862	0.016435496	0.0046621796	0.012662688	0.00011916324	0.014752932	
9.12	0.010356539	0.010210257	0.016414382	0.0046461524	0.01264914	0.00011903414	0.014730273	
9.13	0.010333484	0.010187726	0.016393342	0.004630188	0.012635622	0.00011890532	0.014707689	
9.14	0.010310504	0.010165267	0.016372377	0.0046142862	0.012622132	0.00011877677	0.014685178	
9.15	0.010287599	0.01014288	0.016351485	0.0045984467	0.01260867	0.00011864851	0.01466274	
9.16	0.010264768	0.010120566	0.016330667	0.0045826691	0.012595238	0.00011852052	0.014640375	
9.17	0.010242012	0.010098324	0.016309923	0.0045669532	0.012581834	0.0001183928	0.014618083	
9.18	0.010219329	0.010076153	0.016289251	0.0045512987	0.012568459	0.00011826536	0.014595863	
9.19	0.01019672	0.010054053	0.016268652	0.0045357054	0.012555112	0.0001181382	0.014573715	
9.2	0.010174184	0.010032025	0.016248125	0.0045201729	0.012541793	0.00011801131	0.014551639	
9.21	0.010151721	0.010010066	0.01622767	0.0045047009	0.012528502	0.00011788469	0.014529634	
9.22	0.010129331	0.0099881788	0.016207287	0.0044892892	0.01251524	0.00011775834	0.014507701	
9.23	0.010107013	0.0099663612	0.016186976	0.0044739375	0.012502006	0.00011763226	0.014485838	
9.24	0.010084768	0.0099446134	0.016166736	0.0044586455	0.0124888	0.00011750645	0.014464046	
9.25	0.010062593	0.0099229351	0.016146566	0.0044434129	0.012475621	0.00011738091	0.014442324	
9.26	0.010040491	0.0099013259	0.016126468	0.0044282395	0.01246247	0.00011725564	0.014420672	
9.27	0.010018459	0.0098797857	0.016106439	0.0044131251	0.012449347	0.00011713064	0.014399089	
9.28	0.0099964981	0.0098583141	0.016086481	0.0043980692	0.012436252	0.0001170059	0.014377576	
9.29	0.0099746078	0.0098369109	0.016066592	0.0043830717	0.012423184	0.00011688142	0.014356132	
9.3	0.0099527877	0.0098155757	0.016046773	0.0043681322	0.012410144	0.00011675721	0.014334757	
9.31	0.0099310375	0.0097943082	0.016027023	0.0043532506	0.012397131	0.00011663327	0.01431345	
9.32	0.009909357	0.0097731083	0.016007342	0.0043384265	0.012384145	0.00011650959	0.014292212	
9.33	0.0098877458	0.0097519756	0.01598773	0.0043236597	0.012371186	0.00011638617	0.014271041	
9.34	0.0098662037	0.0097309098	0.015968186	0.0043089499	0.012358255	0.00011626301	0.014249938	
9.35	0.0098447304	0.0097099107	0.01594871	0.0042942969	0.01234535	0.00011614011	0.014228902	
9.36	0.0098233255	0.009688978	0.015929302	0.0042797004	0.012332473	0.00011601747	0.014207934	
9.37	0.0098019889	0.0096681114	0.015909962	0.0042651601	0.012319622	0.00011589509	0.014187032	
9.38	0.0097807202	0.0096473107	0.015890688	0.0042506758	0.012306798	0.00011577297	0.014166197	
9.39	0.0097595191	0.0096265755	0.015871482	0.0042362473	0.012294	0.0001156511	0.014145428	
9.4	0.0097383853	0.0096059057	0.015852343	0.0042218742	0.01228123	0.00011552949	0.014124725	
9.41	0.0097173187	0.0095853009	0.01583327	0.0042075563	0.012268485	0.00011540814	0.014104087	
9.42	0.0096963188	0.0095647608	0.015814263	0.0041932935	0.012255768	0.00011528704	0.014083515	
9.43	0.0096753855	0.0095442853	0.015795322	0.0041790853	0.012243076	0.00011516619	0.014063008	
9.44	0.0096545184	0.009523874	0.015776447	0.0041649316	0.012230411	0.0001150456	0.014042567	
9.45	0.0096337174	0.0095035267	0.015757637	0.0041508321	0.012217772	0.00011492526	0.014022189	
9.46	0.009612982	0.0094832431	0.015738893	0.0041367866	0.012205159	0.00011480517	0.014001876	
9.47	0.009592312	0.0094630229	0.015720213	0.0041227948	0.012192572	0.00011468533	0.013981627	
9.48	0.0095717073	0.009442866	0.015701598	0.0041088565	0.012180011	0.00011456574	0.013961442	
9.49	0.0095511674	0.009422772	0.015683048	0.0040949715	0.012167476	0.0001144464	0.013941321	
9.5	0.0095306921	0.0094027408	0.015664561	0.0040811395	0.012154966	0.00011432731	0.013921263	
9.51	0.0095102813	0.0093827719	0.015646139	0.0040673602	0.012142482	0.00011420847	0.013901268	
9.52	0.0094899345	0.0093628652	0.01562778	0.0040536335	0.012130024	0.00011408987	0.013881335	
9.53	0.0094696516	0.0093430205	0.015609484	0.004039959	0.012117592	0.00011397152	0.013861465	
9.54	0.0094494323	0.0093232374	0.015591252	0.0040263366	0.012105185	0.00011385341	0.013841658	
9.55	0.0094292763	0.0093035158	0.015573082	0.004012766	0.012092803	0.00011373555	0.013821912	
9.56	0.0094091833	0.0092838553	0.015554975	0.003999247	0.012080447	0.00011361793	0.013802228	
9.57	0.0093891532	0.0092642558	0.015536931	0.0039857794	0.012068115	0.00011350056	0.013782606	
9.58	0.0093691856	0.009244717	0.015518948	0.0039723629	0.012055809	0.00011338343	0.013763045	
9.59	0.0093492803	0.0092252386	0.015501028	0.0039589972	0.012043528	0.00011326654	0.013743545	
9.6	0.0093294371	0.0092058204	0.015483169	0.0039456823	0.012031272	0.00011314989	0.013724106	
9.61	0.0093096556	0.0091864622	0.015465372	0.0039324177	0.012019041	0.00011303348	0.013704727	
9.62	0.0092899357	0.0091671637	0.015447636	0.0039192034	0.012006835	0.0001129173	0.013685409	
9.63	0.0092702771	0.0091479246	0.01542996	0.0039060391	0.011994654	0.00011280137	0.01366615	
9.64	0.0092506795	0.0091287448	0.015412346	0.0038929245	0.011982497	0.00011268568	0.013646951	
9.65	0.0092311427	0.009109624	0.015394792	0.0038798595	0.011970365	0.00011257022	0.013627812	
9.66	0.0092116665	0.009090562	0.015377298	0.0038668438	0.011958257	0.000112455	0.013608732	
9.67	0.0091922506	0.0090715585	0.015359864	0.0038538771	0.011946174	0.00011234001	0.013589712	
9.68	0.0091728947	0.0090526133	0.01534249	0.0038409594	0.011934115	0.00011222526	0.01357075	
9.69	0.0091535987	0.0090337261	0.015325176	0.0038280903	0.011922081	0.00011211074	0.013551846	
9.7	0.0091343622	0.0090148968	0.01530792	0.0038152697	0.011910071	0.00011199646	0.013533001	
9.71	0.0091151851	0.0089961251	0.015290724	0.0038024973	0.011898085	0.00011188241	0.013514214	
9.72	0.0090960671	0.0089774107	0.015273587	0.0037897729	0.011886123	0.00011176859	0.013495485	
9.73	0.0090770079	0.0089587535	0.015256508	0.0037770963	0.011874185	0.000111655	0.013476814	
9.74	0.0090580074	0.0089401532	0.015239488	0.0037644673	0.011862271	0.00011154165	0.0134582	
9.75	0.0090390653	0.0089216096	0.015222526	0.0037518857	0.011850381	0.00011142852	0.013439643	
9.76	0.0090201813	0.0089031224	0.015205622	0.0037393512	0.011838515	0.00011131562	0.013421143	
9.77	0.0090013553	0.0088846915	0.015188775	0.0037268637	0.011826672	0.00011120295	0.0134027	
9.78	0.0089825869	0.0088663166	0.015171986	0.0037144229	0.011814853	0.00011109051	0.013384314	
9.79	0.008963876	0.0088479975	0.015155255	0.0037020287	0.011803058	0.0001109783	0.013365983	
9.8	0.0089452223	0.0088297339	0.01513858	0.0036896809	0.011791286	0.00011086631	0.013347709	
9.81	0.0089266257	0.0088115257	0.015121962	0.0036773791	0.011779538	0.00011075454	0.013329491	
9.82	0.0089080858	0.0087933727	0.015105401	0.0036651233	0.011767813	0.00011064301	0.013311328	
9.83	0.0088896025	0.0087752745	0.015088896	0.0036529133	0.011756112	0.00011053169	0.01329322	
9.84	0.0088711755	0.0087572311	0.015072448	0.0036407487	0.011744433	0.0001104206	0.013275168	
9.85	0.0088528046	0.0087392421	0.015056055	0.0036286295	0.011732778	0.00011030974	0.013257171	
9.86	0.0088344895	0.0087213074	0.015039718	0.0036165554	0.011721146	0.00011019893	0.013239228	
9.87	0.0088162302	0.0087034268	0.015023437	0.0036045262	0.011709537	0.00011008748	0.01322134	
9.88	0.0087980262	0.0086856	0.015007211	0.0035925418	0.011697951	0.00010997531	0.013203506	
9.89	0.0087798775	0.0086678268	0.01499104	0.0035806019	0.011686388	0.00010986242	0.013185726	
9.9	0.0087617838	0.0086501071	0.014974924	0.0035687063	0.011674848	0.00010974883	0.013168	
9.91	0.0087437449	0.0086324405	0.014958863	0.0035568549	0.01166333	0.00010963453	0.013150328	
