Energia	P_OscStd	P_InvDcy	P_VEP	P_NSI	P_VIS_1	P_VIS_2	P_DCH	
0.01	0.094394392	0.042973336	0.094388263	0.095080476	0.48632494	0.0049459084	0.097874346	
0.02	0.00066780246	0.0082861805	0.00066962922	0.00057623252	0.47999807	0.0051975273	0.0051016537	
0.03	0.40712892	0.27907101	0.40713244	0.4065985	0.4814586	0.0054615143	0.40566748	
0.04	0.013482531	0.00076975503	0.013488914	0.013121545	0.4650686	0.0056973214	0.017818561	
0.05	0.15076823	0.15317821	0.15065583	0.15313878	0.41428668	0.0058200076	0.15346668	
0.06	0.45798305	0.33011602	0.45801756	0.45734094	0.38079738	0.0058231012	0.4567225	
0.07	0.53493116	0.42071155	0.53508931	0.53234742	0.36423159	0.005739289	0.5324604	
0.08	0.32598425	0.42204199	0.32614956	0.32390744	0.35666635	0.0056020727	0.32606609	
0.09	0.48597103	0.43958115	0.48630299	0.48146018	0.35286074	0.0054354794	0.48377963	
0.1	0.33390508	0.39523505	0.33361557	0.33776945	0.35016598	0.0052558872	0.33356653	
0.11	0.45277101	0.39852577	0.45240365	0.45702415	0.34741044	0.0050721996	0.45073435	
0.12	0.40633591	0.36767485	0.40593107	0.41091673	0.34414873	0.0048907277	0.40487928	
0.13	0.25107185	0.30569338	0.25076733	0.25482899	0.34028506	0.0047148109	0.25173448	
0.14	0.25667783	0.28772587	0.25707245	0.25284865	0.33585556	0.0045457713	0.25724186	
0.15	0.40717751	0.32128928	0.40702695	0.40849952	0.33096246	0.004384692	0.4055915	
0.16	0.16039955	0.22268064	0.16043979	0.16065363	0.32571979	0.0042326181	0.16228587	
0.17	0.36272652	0.28560836	0.36260975	0.36368648	0.3202138	0.0040878411	0.36171297	
0.18	0.15917678	0.19654744	0.15951125	0.15663476	0.31454851	0.003952007	0.16105704	
0.19	0.23272724	0.21746134	0.23221332	0.23773061	0.30878473	0.003823116	0.23356211	
0.2	0.29009763	0.23548074	0.29041485	0.28723279	0.30300237	0.0037014618	0.2900588	
0.21	0.1165793	0.15134066	0.11686236	0.11482592	0.2972238	0.0035872721	0.11906756	
0.22	0.15448327	0.16242076	0.15397476	0.15938824	0.29148156	0.0034786691	0.1564429	
0.23	0.26482628	0.21100386	0.264645	0.26632791	0.28582357	0.0033757823	0.26513648	
0.24	0.20632536	0.17860847	0.20683665	0.20233317	0.28026618	0.0032790482	0.20746605	
0.25	0.091976103	0.11626362	0.092319679	0.089972816	0.27481185	0.0031875508	0.094826052	
0.26	0.08482181	0.10830865	0.084490771	0.088248201	0.26947556	0.0031003128	0.08780925	
0.27	0.16393905	0.14755567	0.16336062	0.16880705	0.26427636	0.0030172084	0.16574492	
0.28	0.21898281	0.17576015	0.21880539	0.22036937	0.25922098	0.0029384481	0.21993277	
0.29	0.1962498	0.16147865	0.19664008	0.19342949	0.25430361	0.0028639156	0.19751341	
0.3	0.12530689	0.11913507	0.12591869	0.12127035	0.24951613	0.0027931177	0.12763946	
0.31	0.064340693	0.081441705	0.064705929	0.062511418	0.24485557	0.0027255064	0.067618733	
0.32	0.048520297	0.069775263	0.04839944	0.05030251	0.24032435	0.0026607326	0.05206622	
0.33	0.076196377	0.084448736	0.075671625	0.080637316	0.23592621	0.0025986759	0.079335222	
0.34	0.12294559	0.11157298	0.12230275	0.12784334	0.23166249	0.0025393304	0.12536459	
0.35	0.16187415	0.13478212	0.16141817	0.16515249	0.22753067	0.002482678	0.16367587	
0.36	0.17668405	0.14349984	0.17660211	0.17726405	0.22352529	0.0024286217	0.17823318	
0.37	0.16477604	0.13543855	0.16508986	0.16276048	0.21963965	0.0023769856	0.16648983	
0.38	0.13367213	0.11484543	0.13426534	0.13003323	0.21586748	0.0023275513	0.13585971	
0.39	0.095187624	0.089050134	0.09587153	0.091257833	0.21220379	0.0022801017	0.09797743	
0.4	0.060436451	0.065278319	0.061019077	0.057442018	0.20864508	0.0022344521	0.063781745	
0.41	0.036938966	0.048657964	0.037275891	0.035700855	0.20518896	0.0021904632	0.040670581	
0.42	0.027797741	0.04151814	0.02781713	0.028622364	0.2018336	0.0021480392	0.031692003	
0.43	0.032295921	0.043643334	0.032000168	0.035016914	0.19857721	0.0021071168	0.036135116	
0.44	0.047174673	0.053033081	0.046625964	0.05128418	0.19541763	0.0020676517	0.050788676	
0.45	0.068010423	0.066787607	0.067308442	0.07282165	0.1923522	0.0020296064	0.071297159	
0.46	0.090349596	0.081877001	0.089608167	0.095148162	0.18937769	0.0019929413	0.093277525	
0.47	0.11046483	0.09568259	0.10979203	0.11462486	0.18649045	0.0019576101	0.11306299	
0.48	0.12573545	0.10629414	0.12521938	0.12879198	0.18368656	0.0019235584	0.12807681	
0.49	0.13472752	0.11260103	0.13442833	0.13640746	0.18096201	0.0018907249	0.13691046	
0.5	0.13707236	0.11423732	0.13701968	0.13729227	0.17831285	0.0018590434	0.13920355	
0.51	0.13323612	0.1114414	0.13343082	0.13207714	0.17573535	0.0018284458	0.13541672	
0.52	0.12425299	0.10488037	0.12467172	0.12192287	0.17322604	0.0017988646	0.12656901	
0.53	0.11147111	0.09547498	0.11207236	0.10826164	0.17078177	0.0017702357	0.11398768	
0.54	0.09633898	0.084246929	0.09706958	0.092584986	0.16839974	0.0017424991	0.099098242	
0.55	0.08024421	0.072199314	0.081045505	0.076287842	0.16607747	0.0017156006	0.083265793	
0.56	0.064404979	0.060232516	0.065218145	0.060567405	0.16381274	0.0016894917	0.067688384	
0.57	0.049808332	0.049092961	0.050578622	0.046369408	0.16160359	0.0016641301	0.053336422	
0.58	0.03718618	0.039349329	0.037865995	0.034371726	0.15944826	0.0016394785	0.04092917	
0.59	0.027019166	0.03138982	0.027570014	0.024994869	0.15734515	0.0016155046	0.030938633	
0.6	0.019559229	0.025434204	0.019952706	0.018429928	0.15529276	0.0015921804	0.023611836	
0.61	0.014863137	0.021555124	0.015081091	0.014676155	0.15328969	0.0015694811	0.019003857	
0.62	0.012830902	0.019704197	0.012864981	0.013582184	0.15133459	0.0015473849	0.017015668	
0.63	0.013244693	0.019739488	0.013095434	0.014886638	0.14942615	0.0015258718	0.017432428	
0.64	0.015805249	0.02145201	0.015480886	0.018255346	0.14756308	0.0015049238	0.019959325	
0.65	0.020164019	0.024589703	0.019679133	0.023313585	0.1457441	0.0014845238	0.024253192	
0.66	0.025950158	0.028878044	0.025324274	0.029672661	0.14396795	0.0014646556	0.029949054	
0.67	0.032792142	0.034036967	0.032048364	0.036950769	0.14223336	0.0014453034	0.036681393	
0.68	0.040334223	0.039794089	0.039497958	0.044788486	0.14053909	0.001426452	0.044100306	
0.69	0.048248223	0.045894511	0.047346034	0.052859501	0.13888388	0.0014080863	0.051883095	
0.7	0.056241283	0.052107582	0.055299898	0.060877292	0.1372665	0.0013901914	0.059741873	
0.71	0.064060269	0.058231073	0.063105743	0.068598494	0.13568574	0.0013727525	0.067427873	
0.72	0.071493482	0.064093237	0.070550527	0.07582366	0.1341404	0.0013557551	0.074733124	
0.73	0.078370317	0.069553196	0.077461777	0.082396074	0.13262932	0.0013391845	0.081490089	
0.74	0.084559399	0.074500065	0.083705872	0.088199157	0.13115134	0.0013230264	0.087569829	
0.75	0.089965677	0.078851162	0.089185256	0.093152957	0.12970537	0.0013072668	0.092879122	
0.76	0.094526851	0.082549611	0.09383498	0.097210079	0.12829033	0.0012918916	0.097356949	
0.77	0.098209448	0.085561569	0.097618865	0.10035137	0.12690517	0.0012768875	0.10097063	
0.78	0.10100478	0.087873292	0.10052554	0.10258161	0.1255489	0.001262241	0.10371182	
0.79	0.10292498	0.089488161	0.10256453	0.1039253	0.12422055	0.0012479393	0.10559264	
0.8	0.10399917	0.09042381	0.10376249	0.10442273	0.1229192	0.0012339699	0.10664191	
0.81	0.10427	0.090709406	0.10415976	0.10412643	0.12164396	0.0012203206	0.10690168	
0.82	0.10379041	0.090383149	0.10380718	0.10309794	0.12039398	0.0012069798	0.10642414	
0.83	0.10262085	0.089490015	0.10276325	0.10140495	0.11916847	0.0011939363	0.1052688	
0.84	0.10082674	0.088079759	0.10109171	0.099118937	0.11796665	0.0011811793	0.10350007	
0.85	0.098476399	0.086205177	0.098859393	0.096313045	0.11678778	0.0011686983	0.10118515	
0.86	0.095639224	0.083920621	0.096134417	0.093060416	0.11563117	0.0011564836	0.098392338	
0.87	0.092384235	0.081280753	0.09298473	0.089432789	0.11449615	0.0011445258	0.095189493	
0.88	0.088778869	0.078339513	0.08947689	0.085499407	0.11338208	0.0011328157	0.091642924	
0.89	0.084888038	0.0751493	0.085675113	0.081326171	0.11228836	0.0011213448	0.087816441	
0.9	0.080773412	0.071760315	0.081640541	0.076975019	0.11121441	0.0011101049	0.08377066	
0.91	0.07649289	0.068220076	0.0774307	0.072503498	0.11015968	0.0010990882	0.079562478	
0.92	0.072100245	0.064573058	0.073099128	0.067964491	0.10912365	0.0010882874	0.075244728	
0.93	0.067644898	0.060860458	0.068695135	0.063406085	0.10810582	0.0010776954	0.070865961	
0.94	0.063171814	0.057120056	0.06426369	0.05887154	0.10710571	0.0010673055	0.066470342	
0.95	0.058721498	0.053386153	0.059845393	0.054399357	0.10612286	0.0010571113	0.062097649	
0.96	0.054330056	0.049689585	0.055476532	0.050023412	0.10515683	0.0010471067	0.057783333	
0.97	0.050029325	0.046057787	0.051189197	0.045773134	0.10420721	0.0010372861	0.053558647	
0.98	0.045847049	0.042514895	0.047011445	0.041673741	0.1032736	0.0010276438	0.04945082	
0.99	0.041807085	0.039081891	0.042967492	0.037746483	0.1023556	0.0010181748	0.045483259	
1	0.037929631	0.03577676	0.039077941	0.034008923	0.10145285	0.0010088739	0.041675778	
1.01	0.034231481	0.032614673	0.035360014	0.03047521	0.10056499	0.00099973654	0.038044841	
1.02	0.030726271	0.029608179	0.031827806	0.027156367	0.099691678	0.0009907581	0.034603812	
1.03	0.027424743	0.026767395	0.028492528	0.02406057	0.098832578	0.00098193425	0.031363211	
1.04	0.024334998	0.02410021	0.025362763	0.021193425	0.097987373	0.00097326089	0.028330963	
1.05	0.021462744	0.021612474	0.022444704	0.018558236	0.097155753	0.00096473404	0.025512643	
1.06	0.018811541	0.019308194	0.019742398	0.016156252	0.09633742	0.00095634993	0.022911717	
1.07	0.016383028	0.017189717	0.017257964	0.013986914	0.095532083	0.00094810492	0.020529762	
1.08	0.014177143	0.015257906	0.014991815	0.012048078	0.094739463	0.00093999554	0.018366689	
1.09	0.012192328	0.013512306	0.012942857	0.010336223	0.093959287	0.00093201844	0.016420938	
1.1	0.010425723	0.011951304	0.011108677	0.0088466508	0.093191292	0.00092417042	0.014689669	
1.11	0.0088733383	0.010572277	0.0094857236	0.0075736601	0.09243522	0.00091644838	0.013168939	
1.12	0.0075302256	0.0093717251	0.0080694669	0.0065107133	0.091690824	0.00090884935	0.011853859	
1.13	0.0063906239	0.0083454017	0.0068545472	0.0056505843	0.09095786	0.00090137047	0.010738748	
1.14	0.0054480986	0.0074884281	0.0058349128	0.0049854943	0.090236092	0.00089400898	0.0098172602	
1.15	0.0046956656	0.0067954006	0.0050039434	0.0045072325	0.089525292	0.0008867622	0.0090825145	
1.16	0.0041259044	0.0062604865	0.0043545626	0.004207265	0.088825236	0.00087962755	0.0085272009	
1.17	0.0037310586	0.0058775119	0.0038793386	0.0040768321	0.088135706	0.00087260256	0.0081436817	
1.18	0.0035031268	0.0056400406	0.0035705749	0.004107033	0.087456489	0.00086568481	0.0079240792	
1.19	0.0034339425	0.0055414448	0.0034203904	0.0042889019	0.086787378	0.00085887196	0.0078603556	
1.2	0.0035152457	0.0055749676	0.0034207911	0.0046134735	0.086128171	0.00085216175	0.007944382	
1.21	0.0037387448	0.0057337793	0.0035637326	0.0050718402	0.08547867	0.000845552	0.0081679999	
1.22	0.0040961712	0.0060110263	0.0038411755	0.0056552015	0.084838684	0.00083904057	0.0085230748	
1.23	0.0045793269	0.0063998744	0.0042451327	0.0063549055	0.084208025	0.00083262541	0.0090015427	
1.24	0.0051801247	0.006893546	0.0047677109	0.0071624848	0.083586507	0.0008263045	0.0095954494	
1.25	0.0058906231	0.0074853527	0.0054011459	0.0080696858	0.082973953	0.0008200759	0.010296985	
1.26	0.0067030552	0.0081687229	0.0061378324	0.0090684928	0.082370186	0.00081393772	0.011098513	
1.27	0.0076098534	0.0089372252	0.006970349	0.010151148	0.081775035	0.00080788811	0.011992591	
1.28	0.0086036688	0.009784588	0.0078914787	0.011310166	0.081188334	0.00080192528	0.012971996	
1.29	0.0096773877	0.010704716	0.0088942258	0.012538345	0.080609918	0.0007960475	0.014029736	
1.3	0.010824143	0.011691702	0.0099718288	0.013828777	0.080039627	0.00079025305	0.01515906	
1.31	0.012037326	0.01273984	0.011117771	0.015174851	0.079477305	0.00078454028	0.016353475	
1.32	0.013310589	0.013843628	0.012325785	0.016570257	0.078922798	0.00077890759	0.017606741	
1.33	0.014637852	0.014997781	0.013589864	0.018008985	0.078375958	0.00077335339	0.018912887	
1.34	0.016013307	0.016197227	0.014904257	0.019485327	0.077836638	0.00076787616	0.020266204	
1.35	0.017431411	0.017437114	0.016263474	0.020993867	0.077304694	0.00076247441	0.021661249	
1.36	0.018886894	0.018712808	0.017662285	0.022529488	0.076779988	0.00075714666	0.023092844	
1.37	0.020374748	0.020019895	0.019095715	0.024087354	0.076262381	0.00075189151	0.024556071	
1.38	0.021890229	0.021354175	0.020559045	0.025662912	0.075751741	0.00074670756	0.026046271	
1.39	0.023428847	0.022711663	0.022047805	0.027251882	0.075247937	0.00074159346	0.027559035	
1.4	0.024986364	0.024088584	0.023557769	0.028850248	0.074750839	0.00073654788	0.029090203	
1.41	0.026558789	0.025481368	0.025084949	0.030454252	0.074260323	0.00073156953	0.030635857	
1.42	0.028142365	0.026886646	0.026625589	0.032060382	0.073776267	0.00072665715	0.032192308	
1.43	0.029733567	0.028301243	0.028176158	0.033665367	0.07329855	0.0007218095	0.033756098	
1.44	0.031329092	0.029722176	0.029733345	0.035266162	0.072827056	0.00071702538	0.035323985	
1.45	0.032925853	0.031146642	0.031294045	0.036859946	0.072361669	0.00071230362	0.036892941	
1.46	0.034520967	0.03257202	0.03285536	0.038444106	0.071902277	0.00070764306	0.038460137	
1.47	0.036111751	0.033995856	0.034414584	0.040016229	0.07144877	0.00070304258	0.040022944	
1.48	0.037695714	0.035415862	0.0359692	0.041574097	0.071001042	0.00069850108	0.041578915	
1.49	0.039270543	0.036829907	0.037516867	0.043115673	0.070558986	0.00069401748	0.043125786	
1.5	0.040834102	0.038236014	0.039055419	0.044639093	0.0701225	0.00068959074	0.044661461	
1.51	0.042384419	0.039632349	0.040582852	0.046142659	0.069691483	0.00068521983	0.046184009	
1.52	0.043919682	0.041017216	0.042097316	0.047624828	0.069265837	0.00068090374	0.047691654	
1.53	0.045438227	0.042389051	0.043597113	0.049084206	0.068845466	0.00067664149	0.049182765	
1.54	0.046938534	0.043746418	0.045080683	0.050519537	0.068430275	0.00067243213	0.050655855	
1.55	0.048419218	0.045088	0.046546601	0.051929697	0.068020172	0.0006682747	0.052109567	
1.56	0.049879022	0.046412591	0.04799357	0.053313688	0.067615066	0.0006641683	0.053542672	
1.57	0.051316811	0.047719098	0.049420413	0.054670627	0.06721487	0.00066011203	0.054954058	
1.58	0.052731563	0.049006525	0.050826065	0.055999742	0.066819497	0.000656105	0.056342728	
1.59	0.054122364	0.050273977	0.052209571	0.057300361	0.066428862	0.00065214636	0.057707787	
1.6	0.055488405	0.051520649	0.053570074	0.058571913	0.066042882	0.00064823526	0.059048445	
1.61	0.056828969	0.052745822	0.054906816	0.059813914	0.065661478	0.00064437087	0.060364003	
1.62	0.058143431	0.05394886	0.056219127	0.061025965	0.065284568	0.00064055241	0.06165385	
1.63	0.059431251	0.055129202	0.057506421	0.062207748	0.064912076	0.00063677906	0.06291746	
1.64	0.060691967	0.05628636	0.058768193	0.063359015	0.064543926	0.00063305007	0.064154384	
1.65	0.061925191	0.057419914	0.060004012	0.064479589	0.064180043	0.00062936468	0.065364246	
1.66	0.063130607	0.058529509	0.061213515	0.065569355	0.063820354	0.00062572214	0.066546737	
1.67	0.064307961	0.059614848	0.062396405	0.066628257	0.063464789	0.00062212174	0.067701614	
1.68	0.065457062	0.06067569	0.063552448	0.067656295	0.063113278	0.00061856276	0.068828691	
1.69	0.066577773	0.061711848	0.064681463	0.068653517	0.062765751	0.00061504451	0.069927839	
1.7	0.067670011	0.062723181	0.065783325	0.069620019	0.062422143	0.00061156631	0.070998979	
1.71	0.068733741	0.063709597	0.066857956	0.070555939	0.062082389	0.00060812749	0.07204208	
1.72	0.069768975	0.064671043	0.067905326	0.071461454	0.061746423	0.00060472741	0.073057157	
1.73	0.070775764	0.065607508	0.068925445	0.072336778	0.061414183	0.00060136543	0.074044264	
1.74	0.071754199	0.066519017	0.069918364	0.073182158	0.061085608	0.00059804091	0.075003494	
1.75	0.072704407	0.067405627	0.070884168	0.07399787	0.060760638	0.00059475326	0.075934973	
1.76	0.073626546	0.068267428	0.071822979	0.074784216	0.060439214	0.00059150186	0.076838862	
1.77	0.074520807	0.06910454	0.072734947	0.075541525	0.060121277	0.00058828614	0.077715348	
1.78	0.075387406	0.069917108	0.07362025	0.076270147	0.059806772	0.00058510551	0.078564648	
1.79	0.076226585	0.070705301	0.074479094	0.076970452	0.059495644	0.00058195942	0.079387002	
1.8	0.077038609	0.071469312	0.075311707	0.077642827	0.059187837	0.00057884731	0.080182673	
1.81	0.077823764	0.072209353	0.076118339	0.078287677	0.058883299	0.00057576864	0.080951943	
1.82	0.078582354	0.072925658	0.076899259	0.078905419	0.058581978	0.00057272289	0.081695115	
1.83	0.079314701	0.073618473	0.077654756	0.079496482	0.058283823	0.00056970952	0.082412506	
1.84	0.080021141	0.074288064	0.078385132	0.080061307	0.057988784	0.00056672804	0.083104449	
1.85	0.080702024	0.074934708	0.079090705	0.080600342	0.057696812	0.00056377795	0.08377129	
1.86	0.081357713	0.075558695	0.079771805	0.081114045	0.057407859	0.00056085875	0.084413386	
1.87	0.081988581	0.076160328	0.080428774	0.081602878	0.057121879	0.00055796997	0.085031106	
1.88	0.082595009	0.076739918	0.081061964	0.08206731	0.056838824	0.00055511114	0.085624827	
1.89	0.083177388	0.077297786	0.081671735	0.082507813	0.05655865	0.00055228179	0.086194932	
1.9	0.083736114	0.077834259	0.082258456	0.082924862	0.056281314	0.00054948148	0.086741815	
1.91	0.084271589	0.078349672	0.0828225	0.083318933	0.05600677	0.00054670977	0.08726587	
1.92	0.084784222	0.078844365	0.083364248	0.083690505	0.055734978	0.00054396622	0.087767501	
1.93	0.085274422	0.079318684	0.083884084	0.084040056	0.055465895	0.0005412504	0.08824711	
1.94	0.085742603	0.079772977	0.084382396	0.084368064	0.05519948	0.0005385619	0.088705107	
1.95	0.086189182	0.080207597	0.084859574	0.084675004	0.054935694	0.00053590031	0.089141901	
1.96	0.086614574	0.080622897	0.085316012	0.084961352	0.054674497	0.00053326523	0.089557902	
1.97	0.087019199	0.081019235	0.085752103	0.085227579	0.054415851	0.00053065627	0.089953522	
1.98	0.087403473	0.081396969	0.086168242	0.085474154	0.054159717	0.00052807303	0.090329171	
1.99	0.087767813	0.081756455	0.086564824	0.085701543	0.05390606	0.00052551515	0.090685261	
2	0.088112636	0.082098052	0.086942242	0.085910206	0.053654843	0.00052298224	0.0910222	
2.01	0.088438354	0.082422118	0.08730089	0.086100601	0.053406029	0.00052047395	0.091340396	
2.02	0.08874538	0.082729009	0.087641159	0.086273181	0.053159585	0.00051798993	0.091640254	
2.03	0.089034122	0.083019081	0.087963438	0.086428392	0.052915475	0.0005155298	0.091922176	
2.04	0.089304988	0.083292687	0.088268115	0.086566676	0.052673667	0.00051309325	0.092186562	
2.05	0.089558379	0.083550179	0.088555574	0.08668847	0.052434128	0.00051067992	0.092433808	
2.06	0.089794695	0.083791905	0.088826195	0.086794204	0.052196824	0.00050828948	0.092664307	
2.07	0.090014331	0.084018212	0.089080358	0.086884302	0.051961724	0.00050592162	0.092878447	
2.08	0.090217679	0.084229444	0.089318435	0.086959182	0.051728798	0.00050357601	0.093076613	
2.09	0.090405123	0.084425939	0.089540798	0.087019256	0.051498014	0.00050125233	0.093259185	
2.1	0.090577047	0.084608036	0.089747812	0.087064929	0.051269342	0.00049895029	0.093426538	
2.11	0.090733826	0.084776066	0.089939839	0.0870966	0.051042754	0.00049666957	0.093579042	
2.12	0.090875834	0.084930359	0.090117236	0.08711466	0.050818219	0.00049440989	0.093717063	
2.13	0.091003436	0.08507124	0.090280356	0.087119494	0.050595711	0.00049217095	0.093840962	
2.14	0.091116994	0.08519903	0.090429547	0.08711148	0.0503752	0.00048995247	0.093951093	
2.15	0.091216864	0.085314045	0.090565151	0.08709099	0.05015666	0.00048775416	0.094047807	
2.16	0.091303397	0.085416598	0.090687505	0.087058388	0.049940064	0.00048557575	0.094131447	
2.17	0.091376937	0.085506996	0.090796944	0.087014031	0.049725385	0.00048341697	0.094202353	
2.18	0.091437823	0.085585542	0.090893793	0.086958269	0.049512598	0.00048127755	0.094260858	
2.19	0.091486389	0.085652535	0.090978375	0.086891445	0.049301676	0.00047915724	0.094307289	
2.2	0.091522963	0.085708268	0.091051006	0.086813897	0.049092596	0.00047705578	0.094341969	
2.21	0.091547867	0.085753031	0.091111999	0.086725953	0.048885332	0.00047497291	0.094365213	
2.22	0.091561417	0.085787108	0.091161659	0.086627936	0.04867986	0.00047290838	0.094377333	
2.23	0.091563923	0.085810778	0.091200286	0.086520162	0.048476158	0.00047086196	0.094378633	
2.24	0.09155569	0.085824315	0.091228176	0.08640294	0.0482742	0.00046883341	0.094369412	
2.25	0.091537017	0.08582799	0.091245619	0.086276573	0.048073966	0.00046682248	0.094349964	
2.26	0.091508197	0.085822067	0.091252898	0.086141355	0.047875431	0.00046482896	0.094320576	
2.27	0.091469517	0.085806806	0.091250292	0.085997577	0.047678575	0.00046285261	0.094281531	
2.28	0.091421259	0.085782463	0.091238076	0.08584552	0.047483375	0.00046089321	0.094233104	
2.29	0.091363699	0.085749287	0.091216517	0.085685461	0.047289811	0.00045895054	0.094175568	
2.3	0.091297107	0.085707524	0.091185878	0.085517669	0.04709786	0.00045702439	0.094109187	
2.31	0.091221748	0.085657415	0.091146417	0.085342407	0.046907504	0.00045511454	0.094034221	
2.32	0.09113788	0.085599195	0.091098385	0.085159934	0.046718721	0.00045322079	0.093950925	
2.33	0.091045759	0.085533096	0.091042031	0.0849705	0.046531491	0.00045134294	0.093859547	
2.34	0.090945632	0.085459345	0.090977595	0.084774351	0.046345795	0.00044948077	0.093760331	
2.35	0.090837741	0.085378163	0.090905316	0.084571724	0.046161614	0.0004476341	0.093653516	
2.36	0.090722325	0.085289767	0.090825423	0.084362855	0.045978929	0.00044580273	0.093539335	
2.37	0.090599617	0.085194371	0.090738145	0.084147971	0.045797722	0.00044398647	0.093418015	
2.38	0.090469842	0.085092182	0.090643704	0.083927293	0.045617973	0.00044218512	0.09328978	
2.39	0.090333224	0.084983405	0.090542315	0.083701038	0.045439666	0.00044039852	0.093154848	
2.4	0.090189979	0.084868239	0.090434193	0.083469417	0.045262781	0.00043862647	0.093013431	
2.41	0.09004032	0.084746879	0.090319543	0.083232636	0.045087303	0.00043686879	0.092865738	
2.42	0.089884454	0.084619515	0.090198569	0.082990896	0.044913214	0.00043512531	0.092711972	
2.43	0.089722583	0.084486335	0.090071469	0.082744391	0.044740497	0.00043339586	0.092552331	
2.44	0.089554906	0.084347521	0.089938438	0.082493312	0.044569136	0.00043168026	0.092387011	
2.45	0.089381615	0.084203251	0.089799663	0.082237844	0.044399114	0.00042997835	0.092216199	
2.46	0.089202899	0.0840537	0.089655331	0.081978168	0.044230415	0.00042828997	0.092040082	
2.47	0.089018943	0.083899038	0.089505622	0.08171446	0.044063024	0.00042661495	0.09185884	
2.48	0.088829925	0.083739431	0.089350712	0.081446891	0.043896925	0.00042495312	0.091672648	
2.49	0.088636022	0.083575042	0.089190774	0.081175627	0.043732102	0.00042330435	0.091481679	
2.5	0.088437404	0.08340603	0.089025975	0.08090083	0.043568542	0.00042166846	0.091286101	
2.51	0.088234239	0.083232551	0.08885648	0.080622659	0.043406228	0.00042004531	0.091086078	
2.52	0.088026689	0.083054755	0.088682449	0.080341266	0.043245147	0.00041843475	0.090881768	
2.53	0.087814913	0.08287279	0.088504039	0.080056801	0.043085284	0.00041683663	0.090673329	
2.54	0.087599067	0.082686801	0.088321402	0.079769409	0.042926626	0.00041525081	0.090460911	
2.55	0.087379301	0.08249693	0.088134687	0.079479232	0.042769157	0.00041367714	0.090244663	
2.56	0.087155763	0.082303312	0.087944039	0.079186406	0.042612865	0.00041211548	0.09002473	
2.57	0.086928596	0.082106084	0.087749599	0.078891065	0.042457736	0.0004105657	0.089801252	
2.58	0.08669794	0.081905375	0.087551507	0.07859334	0.042303757	0.00040902765	0.089574366	
2.59	0.086463932	0.081701314	0.087349896	0.078293356	0.042150915	0.00040750121	0.089344206	
2.6	0.086226705	0.081494025	0.087144899	0.077991235	0.041999197	0.00040598623	0.089110902	
2.61	0.085986389	0.08128363	0.086936642	0.077687097	0.04184859	0.0004044826	0.088874582	
2.62	0.085743109	0.081070247	0.086725251	0.077381058	0.041699082	0.00040299018	0.088635369	
2.63	0.085496988	0.080853992	0.086510848	0.07707323	0.041550661	0.00040150885	0.088393383	
2.64	0.085248147	0.080634978	0.086293551	0.076763721	0.041403315	0.00040003848	0.088148742	
2.65	0.084996702	0.080413315	0.086073476	0.076452639	0.041257031	0.00039857895	0.087901561	
2.66	0.084742767	0.08018911	0.085850736	0.076140086	0.041111798	0.00039713014	0.08765195	
2.67	0.084486452	0.079962467	0.085625439	0.075826162	0.040967605	0.00039569192	0.087400018	
2.68	0.084227865	0.079733487	0.085397693	0.075510963	0.04082444	0.00039426419	0.08714587	
2.69	0.083967111	0.079502272	0.085167602	0.075194585	0.040682291	0.00039284683	0.086889609	
2.7	0.083704292	0.079268916	0.084935267	0.074877118	0.040541149	0.00039143972	0.086631335	
2.71	0.083439508	0.079033514	0.084700788	0.074558651	0.040401001	0.00039004276	0.086371146	
2.72	0.083172854	0.078796158	0.08446426	0.07423927	0.040261838	0.00038865582	0.086109136	
2.73	0.082904425	0.078556937	0.084225776	0.073919058	0.040123649	0.00038727881	0.085845396	
2.74	0.082634313	0.078315938	0.083985429	0.073598096	0.039986423	0.00038591161	0.085580018	
2.75	0.082362606	0.078073246	0.083743306	0.073276462	0.03985015	0.00038455412	0.085313087	
2.76	0.082089392	0.077828943	0.083499494	0.072954233	0.039714819	0.00038320624	0.085044689	
2.77	0.081814754	0.07758311	0.083254077	0.072631482	0.039580422	0.00038186786	0.084774906	
2.78	0.081538774	0.077335824	0.083007137	0.072308281	0.039446948	0.00038053888	0.084503818	
2.79	0.081261532	0.077087163	0.082758753	0.071984698	0.039314388	0.0003792192	0.084231504	
2.8	0.080983106	0.0768372	0.082509003	0.0716608	0.039182731	0.00037790873	0.083958038	
2.81	0.08070357	0.076586007	0.082257963	0.071336653	0.039051969	0.00037660736	0.083683496	
2.82	0.080422998	0.076333654	0.082005704	0.071012319	0.038922092	0.00037531501	0.083407947	
2.83	0.080141461	0.076080209	0.081752299	0.07068786	0.038793092	0.00037403157	0.083131463	
2.84	0.079859028	0.07582574	0.081497816	0.070363333	0.038664958	0.00037275695	0.08285411	
2.85	0.079575766	0.07557031	0.081242324	0.070038795	0.038537683	0.00037149107	0.082575955	
2.86	0.079291741	0.075313983	0.080985888	0.069714303	0.038411257	0.00037023383	0.082297061	
2.87	0.079007016	0.075056819	0.080728571	0.06938991	0.038285671	0.00036898514	0.08201749	
2.88	0.078721652	0.074798878	0.080470435	0.069065666	0.038160918	0.00036774492	0.081737303	
2.89	0.078435709	0.074540217	0.08021154	0.068741622	0.038036989	0.00036651308	0.081456557	
