Energia	P_OscStd	P_InvDcy	P_VEP	P_NSI	P_VIS_1	P_VIS_2	
7.95	0.013675365	0.013447164	0.019485949	0.0070412459	0.014459114	3.0174952e-06	
7.96	0.013640781	0.013413498	0.019453622	0.0070154086	0.014441452	3.0132911e-06	
7.97	0.013606323	0.013379954	0.019421418	0.0069896826	0.014423833	3.0090985e-06	
7.98	0.013571992	0.013346532	0.019389338	0.0069640673	0.014406257	3.0049172e-06	
7.99	0.013537786	0.013313231	0.019357379	0.0069385621	0.014388724	3.0007472e-06	
8	0.013503706	0.01328005	0.019325543	0.0069131664	0.014371233	2.9965886e-06	
8.01	0.01346975	0.01324699	0.019293828	0.0068878798	0.014353785	2.9924411e-06	
8.02	0.013435919	0.013214049	0.019262234	0.0068627016	0.014336379	2.9883049e-06	
8.03	0.01340221	0.013181226	0.019230759	0.0068376313	0.014319015	2.9841798e-06	
8.04	0.013368625	0.013148523	0.019199405	0.0068126683	0.014301694	2.9800658e-06	
8.05	0.013335162	0.013115937	0.019168169	0.006787812	0.014284414	2.9759629e-06	
8.06	0.01330182	0.013083468	0.019137052	0.006763062	0.014267176	2.9718709e-06	
8.07	0.0132686	0.013051116	0.019106053	0.0067384177	0.014249979	2.96779e-06	
8.08	0.0132355	0.013018881	0.019075171	0.0067138785	0.014232824	2.96372e-06	
8.09	0.01320252	0.012986761	0.019044406	0.0066894439	0.01421571	2.9596609e-06	
8.1	0.01316966	0.012954756	0.019013758	0.0066651134	0.014198638	2.9556126e-06	
8.11	0.013136919	0.012922865	0.018983225	0.0066408863	0.014181606	2.9515751e-06	
8.12	0.013104296	0.012891089	0.018952808	0.0066167623	0.014164615	2.9475484e-06	
8.13	0.01307179	0.012859427	0.018922505	0.0065927408	0.014147665	2.9435324e-06	
8.14	0.013039402	0.012827877	0.018892317	0.0065688212	0.014130755	2.939527e-06	
8.15	0.013007131	0.01279644	0.018862242	0.0065450031	0.014113886	2.9355323e-06	
8.16	0.012974976	0.012765114	0.018832281	0.0065212859	0.014097057	2.9315482e-06	
8.17	0.012942936	0.012733901	0.018802432	0.0064976691	0.014080268	2.9275747e-06	
8.18	0.012911011	0.012702798	0.018772695	0.0064741522	0.014063518	2.9236116e-06	
8.19	0.012879201	0.012671806	0.018743071	0.0064507347	0.014046809	2.9196591e-06	
8.2	0.012847505	0.012640923	0.018713557	0.0064274161	0.01403014	2.9157169e-06	
8.21	0.012815923	0.01261015	0.018684154	0.0064041959	0.014013509	2.9117852e-06	
8.22	0.012784453	0.012579486	0.018654861	0.0063810735	0.013996919	2.9078638e-06	
8.23	0.012753096	0.012548931	0.018625678	0.0063580486	0.013980367	2.9039527e-06	
8.24	0.012721851	0.012518483	0.018596605	0.0063351205	0.013963855	2.9000518e-06	
8.25	0.012690717	0.012488143	0.018567639	0.0063122889	0.013947381	2.8961612e-06	
8.26	0.012659694	0.01245791	0.018538783	0.0062895532	0.013930947	2.8922808e-06	
8.27	0.012628781	0.012427783	0.018510033	0.006266913	0.013914551	2.8884106e-06	
8.28	0.012597978	0.012397762	0.018481392	0.0062443677	0.013898194	2.8845504e-06	
8.29	0.012567285	0.012367847	0.018452856	0.006221917	0.013881875	2.8807003e-06	
8.3	0.0125367	0.012338037	0.018424428	0.0061995602	0.013865594	2.8768603e-06	
8.31	0.012506224	0.012308331	0.018396105	0.006177297	0.013849352	2.8730302e-06	
8.32	0.012475856	0.01227873	0.018367887	0.0061551268	0.013833147	2.8692102e-06	
8.33	0.012445595	0.012249232	0.018339774	0.0061330493	0.013816981	2.8654e-06	
8.34	0.012415441	0.012219837	0.018311766	0.0061110639	0.013800852	2.8615997e-06	
8.35	0.012385393	0.012190545	0.018283862	0.0060891702	0.01378476	2.8578093e-06	
8.36	0.012355452	0.012161355	0.018256061	0.0060673677	0.013768707	2.8540286e-06	
8.37	0.012325615	0.012132267	0.018228363	0.006045656	0.01375269	2.8502577e-06	
8.38	0.012295884	0.01210328	0.018200768	0.0060240346	0.013736711	2.8464966e-06	
8.39	0.012266257	0.012074394	0.018173274	0.0060025031	0.013720769	2.8427452e-06	
8.4	0.012236734	0.012045609	0.018145883	0.005981061	0.013704864	2.8390034e-06	
8.41	0.012207315	0.012016923	0.018118593	0.0059597079	0.013688996	2.8352712e-06	
8.42	0.012177998	0.011988337	0.018091403	0.0059384434	0.013673164	2.8315487e-06	
8.43	0.012148785	0.01195985	0.018064314	0.0059172669	0.013657369	2.8278356e-06	
8.44	0.012119673	0.011931462	0.018037325	0.0058961781	0.013641611	2.8241321e-06	
8.45	0.012090663	0.011903171	0.018010435	0.0058751765	0.013625888	2.8204381e-06	
8.46	0.012061755	0.011874979	0.017983645	0.0058542617	0.013610202	2.8167535e-06	
8.47	0.012032947	0.011846884	0.017956952	0.0058334333	0.013594552	2.8130783e-06	
8.48	0.012004239	0.011818885	0.017930358	0.0058126908	0.013578938	2.8094125e-06	
8.49	0.011975631	0.011790983	0.017903862	0.0057920338	0.01356336	2.805756e-06	
8.5	0.011947123	0.011763177	0.017877463	0.0057714619	0.013547818	2.8021089e-06	
8.51	0.011918713	0.011735467	0.017851161	0.0057509747	0.013532311	2.7984709e-06	
8.52	0.011890402	0.011707852	0.017824955	0.0057305717	0.013516839	2.7948423e-06	
8.53	0.011862189	0.011680331	0.017798846	0.0057102526	0.013501403	2.7912228e-06	
8.54	0.011834074	0.011652905	0.017772832	0.0056900169	0.013486003	2.7876125e-06	
8.55	0.011806056	0.011625572	0.017746913	0.0056698643	0.013470637	2.7840113e-06	
8.56	0.011778135	0.011598334	0.017721089	0.0056497942	0.013455306	2.7804192e-06	
8.57	0.01175031	0.011571188	0.017695359	0.0056298064	0.01344001	2.7768362e-06	
8.58	0.01172258	0.011544135	0.017669723	0.0056099003	0.013424749	2.7732622e-06	
8.59	0.011694947	0.011517174	0.017644181	0.0055900757	0.013409522	2.7696972e-06	
8.6	0.011667408	0.011490305	0.017618732	0.0055703321	0.01339433	2.7661411e-06	
8.61	0.011639964	0.011463527	0.017593376	0.0055506691	0.013379173	2.762594e-06	
8.62	0.011612614	0.01143684	0.017568112	0.0055310863	0.013364049	2.7590558e-06	
8.63	0.011585358	0.011410244	0.01754294	0.0055115833	0.01334896	2.7555264e-06	
8.64	0.011558195	0.011383738	0.01751786	0.0054921598	0.013333905	2.7520059e-06	
8.65	0.011531126	0.011357322	0.01749287	0.0054728153	0.013318883	2.7484942e-06	
8.66	0.011504148	0.011330996	0.017467972	0.0054535495	0.013303896	2.7449912e-06	
8.67	0.011477263	0.011304758	0.017443164	0.0054343619	0.013288942	2.741497e-06	
8.68	0.01145047	0.01127861	0.017418445	0.0054152523	0.013274022	2.7380115e-06	
8.69	0.011423768	0.011252549	0.017393817	0.0053962202	0.013259135	2.7345346e-06	
8.7	0.011397157	0.011226576	0.017369277	0.0053772653	0.013244282	2.7310664e-06	
8.71	0.011370636	0.011200691	0.017344827	0.0053583871	0.013229462	2.7276068e-06	
8.72	0.011344205	0.011174893	0.017320465	0.0053395853	0.013214675	2.7241557e-06	
8.73	0.011317864	0.011149182	0.017296191	0.0053208596	0.013199921	2.7207132e-06	
8.74	0.011291613	0.011123556	0.017272004	0.0053022095	0.0131852	2.7172792e-06	
8.75	0.01126545	0.011098017	0.017247905	0.0052836348	0.013170511	2.7138537e-06	
8.76	0.011239376	0.011072564	0.017223893	0.005265135	0.013155856	2.7104367e-06	
8.77	0.01121339	0.011047196	0.017199968	0.0052467097	0.013141233	2.707028e-06	
8.78	0.011187492	0.011021913	0.017176128	0.0052283587	0.013126642	2.7036278e-06	
8.79	0.011161681	0.010996714	0.017152375	0.0052100816	0.013112084	2.7002359e-06	
8.8	0.011135957	0.010971599	0.017128707	0.0051918779	0.013097558	2.6968523e-06	
8.81	0.01111032	0.010946568	0.017105124	0.0051737474	0.013083064	2.6934771e-06	
8.82	0.011084769	0.010921621	0.017081626	0.0051556898	0.013068603	2.6901101e-06	
8.83	0.011059304	0.010896756	0.017058212	0.0051377046	0.013054173	2.6867513e-06	
8.84	0.011033924	0.010871974	0.017034883	0.0051197914	0.013039775	2.6834008e-06	
8.85	0.011008629	0.010847275	0.017011637	0.0051019501	0.013025409	2.6800584e-06	
8.86	0.010983419	0.010822657	0.016988474	0.0050841802	0.013011074	2.6767242e-06	
8.87	0.010958294	0.010798121	0.016965394	0.0050664813	0.012996771	2.6733981e-06	
8.88	0.010933253	0.010773667	0.016942397	0.0050488532	0.012982499	2.6700801e-06	
8.89	0.010908295	0.010749293	0.016919483	0.0050312956	0.012968259	2.6667702e-06	
8.9	0.01088342	0.010725	0.01689665	0.0050138079	0.01295405	2.6634683e-06	
8.91	0.010858628	0.010700787	0.016873899	0.00499639	0.012939872	2.6601744e-06	
8.92	0.010833919	0.010676654	0.016851229	0.0049790416	0.012925725	2.6568884e-06	
8.93	0.010809292	0.010652601	0.01682864	0.0049617622	0.012911608	2.6536105e-06	
8.94	0.010784747	0.010628627	0.016806131	0.0049445515	0.012897523	2.6503404e-06	
8.95	0.010760284	0.010604731	0.016783703	0.0049274093	0.012883468	2.6470782e-06	
8.96	0.010735902	0.010580914	0.016761355	0.0049103351	0.012869444	2.6438239e-06	
8.97	0.0107116	0.010557176	0.016739086	0.0048933288	0.012855451	2.6405775e-06	
8.98	0.010687379	0.010533515	0.016716896	0.0048763898	0.012841488	2.6373388e-06	
8.99	0.010663238	0.010509932	0.016694786	0.0048595181	0.012827555	2.634108e-06	
9	0.010639176	0.010486426	0.016672754	0.0048427131	0.012813652	2.6308848e-06	
9.01	0.010615194	0.010462997	0.0166508	0.0048259746	0.012799779	2.6276694e-06	
9.02	0.010591292	0.010439644	0.016628924	0.0048093024	0.012785937	2.6244617e-06	
9.03	0.010567467	0.010416368	0.016607126	0.004792696	0.012772124	2.6212617e-06	
9.04	0.010543722	0.010393167	0.016585405	0.0047761552	0.012758341	2.6180693e-06	
9.05	0.010520054	0.010370042	0.016563761	0.0047596796	0.012744588	2.6148846e-06	
9.06	0.010496464	0.010346993	0.016542194	0.004743269	0.012730865	2.6117074e-06	
9.07	0.010472952	0.010324018	0.016520703	0.004726923	0.012717171	2.6085378e-06	
9.08	0.010449516	0.010301118	0.016499288	0.0047106414	0.012703506	2.6053757e-06	
9.09	0.010426158	0.010278292	0.016477949	0.0046944239	0.012689871	2.6022212e-06	
9.1	0.010402875	0.01025554	0.016456685	0.00467827	0.012676265	2.5990741e-06	
9.11	0.010379669	0.010232862	0.016435496	0.0046621796	0.012662688	2.5959345e-06	
9.12	0.010356539	0.010210257	0.016414382	0.0046461524	0.01264914	2.5928023e-06	
9.13	0.010333484	0.010187726	0.016393342	0.004630188	0.012635622	2.5896775e-06	
9.14	0.010310504	0.010165267	0.016372377	0.0046142862	0.012622132	2.5865601e-06	
9.15	0.010287599	0.01014288	0.016351485	0.0045984467	0.01260867	2.5834501e-06	
9.16	0.010264768	0.010120566	0.016330667	0.0045826691	0.012595238	2.5803474e-06	
9.17	0.010242012	0.010098324	0.016309923	0.0045669532	0.012581834	2.577252e-06	
9.18	0.010219329	0.010076153	0.016289251	0.0045512987	0.012568459	2.5741638e-06	
9.19	0.01019672	0.010054053	0.016268652	0.0045357054	0.012555112	2.571083e-06	
9.2	0.010174184	0.010032025	0.016248125	0.0045201729	0.012541793	2.5680093e-06	
9.21	0.010151721	0.010010066	0.01622767	0.0045047009	0.012528502	2.5649429e-06	
9.22	0.010129331	0.0099881788	0.016207287	0.0044892892	0.01251524	2.5618836e-06	
9.23	0.010107013	0.0099663612	0.016186976	0.0044739375	0.012502006	2.5588315e-06	
9.24	0.010084768	0.0099446134	0.016166736	0.0044586455	0.0124888	2.5557865e-06	
9.25	0.010062593	0.0099229351	0.016146566	0.0044434129	0.012475621	2.5527486e-06	
9.26	0.010040491	0.0099013259	0.016126468	0.0044282395	0.01246247	2.5497178e-06	
9.27	0.010018459	0.0098797857	0.016106439	0.0044131251	0.012449347	2.5466941e-06	
9.28	0.0099964981	0.0098583141	0.016086481	0.0043980692	0.012436252	2.5436774e-06	
9.29	0.0099746078	0.0098369109	0.016066592	0.0043830717	0.012423184	2.5406677e-06	
9.3	0.0099527877	0.0098155757	0.016046773	0.0043681322	0.012410144	2.537665e-06	
9.31	0.0099310375	0.0097943082	0.016027023	0.0043532506	0.012397131	2.5346692e-06	
9.32	0.009909357	0.0097731083	0.016007342	0.0043384265	0.012384145	2.5316804e-06	
9.33	0.0098877458	0.0097519756	0.01598773	0.0043236597	0.012371186	2.5286985e-06	
9.34	0.0098662037	0.0097309098	0.015968186	0.0043089499	0.012358255	2.5257235e-06	
9.35	0.0098447304	0.0097099107	0.01594871	0.0042942969	0.01234535	2.5227553e-06	
9.36	0.0098233255	0.009688978	0.015929302	0.0042797004	0.012332473	2.519794e-06	
9.37	0.0098019889	0.0096681114	0.015909962	0.0042651601	0.012319622	2.5168395e-06	
9.38	0.0097807202	0.0096473107	0.015890688	0.0042506758	0.012306798	2.5138918e-06	
9.39	0.0097595191	0.0096265755	0.015871482	0.0042362473	0.012294	2.5109509e-06	
9.4	0.0097383853	0.0096059057	0.015852343	0.0042218742	0.01228123	2.5080167e-06	
9.41	0.0097173187	0.0095853009	0.01583327	0.0042075563	0.012268485	2.5050893e-06	
9.42	0.0096963188	0.0095647608	0.015814263	0.0041932935	0.012255768	2.5021686e-06	
9.43	0.0096753855	0.0095442853	0.015795322	0.0041790853	0.012243076	2.4992545e-06	
9.44	0.0096545184	0.009523874	0.015776447	0.0041649316	0.012230411	2.4963471e-06	
9.45	0.0096337174	0.0095035267	0.015757637	0.0041508321	0.012217772	2.4934463e-06	
9.46	0.009612982	0.0094832431	0.015738893	0.0041367866	0.012205159	2.4905522e-06	
9.47	0.009592312	0.0094630229	0.015720213	0.0041227948	0.012192572	2.4876646e-06	
9.48	0.0095717073	0.009442866	0.015701598	0.0041088565	0.012180011	2.4847836e-06	
9.49	0.0095511674	0.009422772	0.015683048	0.0040949715	0.012167476	2.4819092e-06	
9.5	0.0095306921	0.0094027408	0.015664561	0.0040811395	0.012154966	2.4790413e-06	
9.51	0.0095102813	0.0093827719	0.015646139	0.0040673602	0.012142482	2.4761799e-06	
9.52	0.0094899345	0.0093628652	0.01562778	0.0040536335	0.012130024	2.4733249e-06	
9.53	0.0094696516	0.0093430205	0.015609484	0.004039959	0.012117592	2.4704765e-06	
9.54	0.0094494323	0.0093232374	0.015591252	0.0040263366	0.012105185	2.4676344e-06	
9.55	0.0094292763	0.0093035158	0.015573082	0.004012766	0.012092803	2.4647988e-06	
9.56	0.0094091833	0.0092838553	0.015554975	0.003999247	0.012080447	2.4619696e-06	
9.57	0.0093891532	0.0092642558	0.015536931	0.0039857794	0.012068115	2.4591468e-06	
9.58	0.0093691856	0.009244717	0.015518948	0.0039723629	0.012055809	2.4563303e-06	
9.59	0.0093492803	0.0092252386	0.015501028	0.0039589972	0.012043528	2.4535201e-06	
9.6	0.0093294371	0.0092058204	0.015483169	0.0039456823	0.012031272	2.4507163e-06	
9.61	0.0093096556	0.0091864622	0.015465372	0.0039324177	0.012019041	2.4479188e-06	
9.62	0.0092899357	0.0091671637	0.015447636	0.0039192034	0.012006835	2.4451275e-06	
9.63	0.0092702771	0.0091479246	0.01542996	0.0039060391	0.011994654	2.4423424e-06	
9.64	0.0092506795	0.0091287448	0.015412346	0.0038929245	0.011982497	2.4395636e-06	
9.65	0.0092311427	0.009109624	0.015394792	0.0038798595	0.011970365	2.436791e-06	
9.66	0.0092116665	0.009090562	0.015377298	0.0038668438	0.011958257	2.4340246e-06	
9.67	0.0091922506	0.0090715585	0.015359864	0.0038538771	0.011946174	2.4312644e-06	
9.68	0.0091728947	0.0090526133	0.01534249	0.0038409594	0.011934115	2.4285103e-06	
9.69	0.0091535987	0.0090337261	0.015325176	0.0038280903	0.011922081	2.4257623e-06	
9.7	0.0091343622	0.0090148968	0.01530792	0.0038152697	0.011910071	2.4230205e-06	
9.71	0.0091151851	0.0089961251	0.015290724	0.0038024973	0.011898085	2.4202847e-06	
9.72	0.0090960671	0.0089774107	0.015273587	0.0037897729	0.011886123	2.417555e-06	
9.73	0.0090770079	0.0089587535	0.015256508	0.0037770963	0.011874185	2.4148313e-06	
9.74	0.0090580074	0.0089401532	0.015239488	0.0037644673	0.011862271	2.4121137e-06	
9.75	0.0090390653	0.0089216096	0.015222526	0.0037518857	0.011850381	2.4094021e-06	
9.76	0.0090201813	0.0089031224	0.015205622	0.0037393512	0.011838515	2.4066964e-06	
9.77	0.0090013553	0.0088846915	0.015188775	0.0037268637	0.011826672	2.4039968e-06	
9.78	0.0089825869	0.0088663166	0.015171986	0.0037144229	0.011814853	2.4013031e-06	
9.79	0.008963876	0.0088479975	0.015155255	0.0037020287	0.011803058	2.3986153e-06	
9.8	0.0089452223	0.0088297339	0.01513858	0.0036896809	0.011791286	2.3959334e-06	
9.81	0.0089266257	0.0088115257	0.015121962	0.0036773791	0.011779538	2.3932574e-06	
9.82	0.0089080858	0.0087933727	0.015105401	0.0036651233	0.011767813	2.3905873e-06	
9.83	0.0088896025	0.0087752745	0.015088896	0.0036529133	0.011756112	2.387923e-06	
9.84	0.0088711755	0.0087572311	0.015072448	0.0036407487	0.011744433	2.3852646e-06	
9.85	0.0088528046	0.0087392421	0.015056055	0.0036286295	0.011732778	2.382612e-06	
9.86	0.0088344895	0.0087213074	0.015039718	0.0036165554	0.011721146	2.3799652e-06	
9.87	0.0088162302	0.0087034268	0.015023437	0.0036045262	0.011709537	2.3773241e-06	
9.88	0.0087980262	0.0086856	0.015007211	0.0035925418	0.011697951	2.3746888e-06	
9.89	0.0087798775	0.0086678268	0.01499104	0.0035806019	0.011686388	2.3720593e-06	
9.9	0.0087617838	0.0086501071	0.014974924	0.0035687063	0.011674848	2.3694355e-06	
9.91	0.0087437449	0.0086324405	0.014958863	0.0035568549	0.01166333	2.3668174e-06	
9.92	0.0087257605	0.008614827	0.014942856	0.0035450475	0.011651836	2.3642049e-06	
9.93	0.0087078305	0.0085972662	0.014926904	0.0035332838	0.011640363	2.3615982e-06	
9.94	0.0086899546	0.0085797581	0.014911006	0.0035215636	0.011628914	2.3589971e-06	
9.95	0.0086721327	0.0085623023	0.014895161	0.0035098869	0.011617487	2.3564016e-06	
9.96	0.0086543644	0.0085448987	0.01487937	0.0034982533	0.011606082	2.3538117e-06	
9.97	0.0086366496	0.0085275471	0.014863633	0.0034866628	0.0115947	2.3512274e-06	
9.98	0.0086189882	0.0085102472	0.014847949	0.003475115	0.01158334	2.3486487e-06	
9.99	0.0086013798	0.008492999	0.014832318	0.0034636099	0.011572002	2.3460756e-06	
10	0.0085838243	0.0084758021	0.01481674	0.0034521473	0.011560686	2.343508e-06	
