Energia	P_OscStd	P_InvDcy	P_VEP	P_NSI	P_VIS_1	P_VIS_2	
4.79	0.036480273	0.035400799	0.041080036	0.026348588	0.023571895	5.3260825e-06	
4.8	0.036342503	0.035269517	0.040949566	0.026222441	0.023524935	5.3135624e-06	
4.81	0.036205424	0.035138879	0.040819745	0.026097015	0.023478163	5.3010976e-06	
4.82	0.036069034	0.035008881	0.040690568	0.025972307	0.023431578	5.2886877e-06	
4.83	0.035933328	0.034879521	0.040562033	0.025848313	0.023385177	5.2763325e-06	
4.84	0.035798303	0.034750794	0.040434136	0.025725027	0.02333896	5.2640316e-06	
4.85	0.035663955	0.034622697	0.040306874	0.025602445	0.023292926	5.2517846e-06	
4.86	0.03553028	0.034495228	0.040180243	0.025480562	0.023247074	5.2395912e-06	
4.87	0.035397274	0.034368382	0.040054239	0.025359375	0.023201403	5.2274512e-06	
4.88	0.035264934	0.034242157	0.039928861	0.025238879	0.023155911	5.2153641e-06	
4.89	0.035133256	0.034116548	0.039804103	0.02511907	0.023110597	5.2033296e-06	
4.9	0.035002237	0.033991554	0.039679963	0.024999942	0.023065462	5.1913474e-06	
4.91	0.034871873	0.03386717	0.039556438	0.024881493	0.023020502	5.1794172e-06	
4.92	0.034742159	0.033743394	0.039433525	0.024763717	0.022975718	5.1675387e-06	
4.93	0.034613093	0.033620222	0.039311219	0.02464661	0.022931109	5.1557115e-06	
4.94	0.034484671	0.03349765	0.039189518	0.024530169	0.022886673	5.1439353e-06	
4.95	0.03435689	0.033375676	0.039068418	0.024414388	0.022842409	5.1322098e-06	
4.96	0.034229745	0.033254297	0.038947917	0.024299264	0.022798317	5.1205348e-06	
4.97	0.034103234	0.033133509	0.038828011	0.024184792	0.022754394	5.1089098e-06	
4.98	0.033977352	0.033013309	0.038708696	0.024070969	0.022710642	5.0973347e-06	
4.99	0.033852097	0.032893694	0.03858997	0.02395779	0.022667057	5.085809e-06	
5	0.033727464	0.032774661	0.038471829	0.02384525	0.02262364	5.0743325e-06	
5.01	0.033603451	0.032656206	0.038354271	0.023733347	0.02258039	5.0629049e-06	
5.02	0.033480053	0.032538327	0.038237291	0.023622076	0.022537305	5.0515259e-06	
5.03	0.033357267	0.032421021	0.038120888	0.023511433	0.022494384	5.0401952e-06	
5.04	0.033235091	0.032304283	0.038005057	0.023401414	0.022451627	5.0289125e-06	
5.05	0.03311352	0.032188112	0.037889795	0.023292015	0.022409033	5.0176775e-06	
5.06	0.032992551	0.032072504	0.037775101	0.023183232	0.022366601	5.00649e-06	
5.07	0.03287218	0.031957456	0.037660969	0.023075061	0.022324329	4.9953495e-06	
5.08	0.032752405	0.031842965	0.037547398	0.022967499	0.022282217	4.984256e-06	
5.09	0.032633222	0.031729028	0.037434384	0.02286054	0.022240264	4.973209e-06	
5.1	0.032514627	0.031615641	0.037321924	0.022754182	0.022198469	4.9622084e-06	
5.11	0.032396618	0.031502803	0.037210015	0.022648421	0.022156831	4.9512537e-06	
5.12	0.03227919	0.03139051	0.037098654	0.022543253	0.02211535	4.9403448e-06	
5.13	0.032162342	0.031278759	0.036987839	0.022438674	0.022074024	4.9294814e-06	
5.14	0.032046068	0.031167546	0.036877565	0.02233468	0.022032852	4.9186632e-06	
5.15	0.031930367	0.03105687	0.03676783	0.022231268	0.021991835	4.9078899e-06	
5.16	0.031815235	0.030946727	0.036658632	0.022128434	0.021950969	4.8971613e-06	
5.17	0.031700668	0.030837114	0.036549967	0.022026174	0.021910256	4.8864772e-06	
5.18	0.031586664	0.030728028	0.036441831	0.021924484	0.021869694	4.8758371e-06	
5.19	0.031473219	0.030619467	0.036334224	0.021823362	0.021829282	4.865241e-06	
5.2	0.03136033	0.030511427	0.03622714	0.021722802	0.02178902	4.8546884e-06	
5.21	0.031247994	0.030403906	0.036120578	0.021622803	0.021748906	4.8441793e-06	
5.22	0.031136208	0.030296901	0.036014534	0.02152336	0.02170894	4.8337133e-06	
5.23	0.031024969	0.030190408	0.035909007	0.021424469	0.021669121	4.8232901e-06	
5.24	0.030914273	0.030084426	0.035803992	0.021326127	0.021629448	4.8129095e-06	
5.25	0.030804117	0.029978951	0.035699487	0.021228331	0.02158992	4.8025714e-06	
5.26	0.030694499	0.02987398	0.035595489	0.021131077	0.021550537	4.7922753e-06	
5.27	0.030585416	0.029769511	0.035491995	0.021034362	0.021511298	4.7820211e-06	
5.28	0.030476864	0.029665541	0.035389003	0.020938182	0.021472201	4.7718085e-06	
5.29	0.03036884	0.029562067	0.03528651	0.020842534	0.021433247	4.7616373e-06	
5.3	0.030261341	0.029459087	0.035184513	0.020747414	0.021394434	4.7515073e-06	
5.31	0.030154365	0.029356597	0.035083009	0.02065282	0.021355761	4.7414182e-06	
5.32	0.030047908	0.029254595	0.034981995	0.020558747	0.021317229	4.7313697e-06	
5.33	0.029941967	0.029153079	0.03488147	0.020465193	0.021278835	4.7213617e-06	
5.34	0.02983654	0.029052045	0.034781429	0.020372153	0.02124058	4.7113939e-06	
5.35	0.029731623	0.028951491	0.034681871	0.020279626	0.021202462	4.7014661e-06	
5.36	0.029627214	0.028851415	0.034582792	0.020187607	0.021164482	4.691578e-06	
5.37	0.029523309	0.028751813	0.03448419	0.020096094	0.021126637	4.6817294e-06	
5.38	0.029419907	0.028652683	0.034386063	0.020005083	0.021088928	4.6719201e-06	
5.39	0.029317003	0.028554022	0.034288408	0.01991457	0.021051353	4.6621499e-06	
5.4	0.029214596	0.028455828	0.034191221	0.019824554	0.021013912	4.6524186e-06	
5.41	0.029112681	0.028358098	0.034094501	0.01973503	0.020976605	4.6427258e-06	
5.42	0.029011257	0.02826083	0.033998245	0.019645996	0.020939429	4.6330715e-06	
5.43	0.028910321	0.028164021	0.03390245	0.019557448	0.020902386	4.6234553e-06	
5.44	0.02880987	0.028067669	0.033807114	0.019469384	0.020865474	4.6138772e-06	
5.45	0.028709901	0.02797177	0.033712234	0.0193818	0.020828692	4.6043367e-06	
5.46	0.028610411	0.027876323	0.033617807	0.019294693	0.02079204	4.5948338e-06	
5.47	0.028511398	0.027781325	0.033523832	0.01920806	0.020755517	4.5853683e-06	
5.48	0.028412859	0.027686773	0.033430305	0.019121899	0.020719122	4.5759398e-06	
5.49	0.028314791	0.027592666	0.033337225	0.019036205	0.020682854	4.5665483e-06	
5.5	0.028217192	0.027498999	0.033244587	0.018950977	0.020646714	4.5571935e-06	
5.51	0.028120059	0.027405772	0.033152391	0.018866212	0.0206107	4.5478751e-06	
5.52	0.028023388	0.027312982	0.033060634	0.018781905	0.020574812	4.5385931e-06	
5.53	0.027927179	0.027220625	0.032969313	0.018698056	0.020539048	4.5293471e-06	
5.54	0.027831427	0.027128701	0.032878426	0.01861466	0.020503409	4.5201371e-06	
5.55	0.027736131	0.027037205	0.03278797	0.018531714	0.020467894	4.5109627e-06	
5.56	0.027641287	0.026946137	0.032697943	0.018449217	0.020432502	4.5018238e-06	
5.57	0.027546894	0.026855494	0.032608343	0.018367165	0.020397232	4.4927202e-06	
5.58	0.027452948	0.026765272	0.032519166	0.018285555	0.020362084	4.4836517e-06	
5.59	0.027359448	0.026675471	0.032430412	0.018204384	0.020327056	4.4746181e-06	
5.6	0.02726639	0.026586087	0.032342077	0.01812365	0.02029215	4.4656193e-06	
5.61	0.027173772	0.026497119	0.03225416	0.01804335	0.020257363	4.4566549e-06	
5.62	0.027081591	0.026408563	0.032166657	0.017963482	0.020222696	4.4477249e-06	
5.63	0.026989846	0.026320418	0.032079566	0.017884042	0.020188147	4.438829e-06	
5.64	0.026898533	0.026232682	0.031992886	0.017805028	0.020153716	4.429967e-06	
5.65	0.02680765	0.026145352	0.031906614	0.017726437	0.020119403	4.4211388e-06	
5.66	0.026717195	0.026058425	0.031820748	0.017648266	0.020085206	4.4123442e-06	
5.67	0.026627165	0.025971901	0.031735285	0.017570514	0.020051126	4.403583e-06	
5.68	0.026537558	0.025885775	0.031650223	0.017493176	0.020017161	4.394855e-06	
5.69	0.026448372	0.025800047	0.03156556	0.017416252	0.019983311	4.3861601e-06	
5.7	0.026359603	0.025714714	0.031481294	0.017339737	0.019949576	4.377498e-06	
5.71	0.02627125	0.025629774	0.031397423	0.01726363	0.019915955	4.3688685e-06	
5.72	0.026183311	0.025545224	0.031313944	0.017187928	0.019882447	4.3602716e-06	
5.73	0.026095782	0.025461063	0.031230855	0.017112628	0.019849052	4.351707e-06	
5.74	0.026008662	0.025377288	0.031148154	0.017037728	0.019815768	4.3431745e-06	
5.75	0.025921949	0.025293897	0.031065838	0.016963226	0.019782597	4.334674e-06	
5.76	0.025835639	0.025210889	0.030983907	0.016889118	0.019749536	4.3262053e-06	
5.77	0.025749731	0.02512826	0.030902357	0.016815403	0.019716586	4.3177683e-06	
5.78	0.025664223	0.02504601	0.030821187	0.016742078	0.019683746	4.3093627e-06	
5.79	0.025579112	0.024964135	0.030740394	0.016669141	0.019651015	4.3009884e-06	
5.8	0.025494396	0.024882633	0.030659976	0.016596589	0.019618393	4.2926452e-06	
5.81	0.025410072	0.024801504	0.030579932	0.016524419	0.01958588	4.2843329e-06	
5.82	0.02532614	0.024720744	0.030500258	0.01645263	0.019553474	4.2760515e-06	
5.83	0.025242595	0.024640351	0.030420954	0.016381219	0.019521175	4.2678007e-06	
5.84	0.025159437	0.024560324	0.030342017	0.016310184	0.019488983	4.2595803e-06	
5.85	0.025076662	0.02448066	0.030263445	0.016239522	0.019456897	4.2513902e-06	
5.86	0.02499427	0.024401358	0.030185236	0.016169231	0.019424917	4.2432303e-06	
5.87	0.024912257	0.024322416	0.030107388	0.016099309	0.019393041	4.2351004e-06	
5.88	0.024830621	0.024243831	0.030029899	0.016029753	0.019361271	4.2270003e-06	
5.89	0.024749361	0.024165601	0.029952767	0.015960561	0.019329604	4.2189298e-06	
5.9	0.024668475	0.024087725	0.02987599	0.015891732	0.019298041	4.2108889e-06	
5.91	0.024587959	0.024010201	0.029799566	0.015823262	0.019266581	4.2028773e-06	
5.92	0.024507812	0.023933026	0.029723494	0.015755149	0.019235224	4.1948949e-06	
5.93	0.024428033	0.023856199	0.02964777	0.015687392	0.019203968	4.1869415e-06	
5.94	0.024348618	0.023779718	0.029572394	0.015619988	0.019172814	4.179017e-06	
5.95	0.024269567	0.023703581	0.029497363	0.015552934	0.019141761	4.1711213e-06	
5.96	0.024190876	0.023627787	0.029422676	0.01548623	0.019110809	4.1632541e-06	
5.97	0.024112544	0.023552332	0.029348331	0.015419872	0.019079957	4.1554154e-06	
5.98	0.024034569	0.023477215	0.029274325	0.015353858	0.019049204	4.147605e-06	
5.99	0.023956949	0.023402436	0.029200657	0.015288187	0.01901855	4.1398228e-06	
6	0.023879682	0.02332799	0.029127325	0.015222856	0.018987995	4.1320685e-06	
6.01	0.023802765	0.023253878	0.029054328	0.015157863	0.018957539	4.1243421e-06	
6.02	0.023726198	0.023180097	0.028981662	0.015093207	0.018927179	4.1166433e-06	
6.03	0.023649977	0.023106644	0.028909328	0.015028884	0.018896917	4.1089722e-06	
6.04	0.023574102	0.023033519	0.028837322	0.014964893	0.018866752	4.1013285e-06	
6.05	0.023498569	0.02296072	0.028765643	0.014901232	0.018836683	4.093712e-06	
6.06	0.023423378	0.022888245	0.028694289	0.014837899	0.01880671	4.0861227e-06	
6.07	0.023348526	0.022816091	0.028623258	0.014774892	0.018776832	4.0785604e-06	
6.08	0.023274012	0.022744258	0.028552549	0.014712209	0.018747049	4.0710249e-06	
6.09	0.023199833	0.022672743	0.02848216	0.014649848	0.01871736	4.0635162e-06	
6.1	0.023125988	0.022601546	0.02841209	0.014587807	0.018687766	4.056034e-06	
6.11	0.023052475	0.022530663	0.028342335	0.014526084	0.018658265	4.0485784e-06	
6.12	0.022979291	0.022460093	0.028272895	0.014464676	0.018628857	4.041149e-06	
6.13	0.022906436	0.022389836	0.028203768	0.014403583	0.018599541	4.0337458e-06	
6.14	0.022833907	0.022319888	0.028134953	0.014342803	0.018570318	4.0263686e-06	
6.15	0.022761703	0.022250248	0.028066446	0.014282332	0.018541187	4.0190174e-06	
6.16	0.022689821	0.022180915	0.027998248	0.014222171	0.018512147	4.0116919e-06	
6.17	0.02261826	0.022111888	0.027930356	0.014162315	0.018483198	4.0043921e-06	
6.18	0.022547019	0.022043163	0.027862769	0.014102765	0.018454339	3.9971178e-06	
6.19	0.022476095	0.02197474	0.027795484	0.014043517	0.018425571	3.9898689e-06	
6.2	0.022405486	0.021906617	0.027728501	0.01398457	0.018396892	3.9826453e-06	
6.21	0.022335192	0.021838792	0.027661817	0.013925923	0.018368302	3.9754468e-06	
6.22	0.022265209	0.021771264	0.027595431	0.013867573	0.018339801	3.9682733e-06	
6.23	0.022195538	0.021704031	0.027529342	0.013809519	0.018311389	3.9611247e-06	
6.24	0.022126174	0.021637092	0.027463548	0.013751758	0.018283064	3.9540009e-06	
6.25	0.022057118	0.021570445	0.027398046	0.01369429	0.018254828	3.9469017e-06	
6.26	0.021988368	0.021504088	0.027332837	0.013637112	0.018226678	3.939827e-06	
6.27	0.021919921	0.02143802	0.027267917	0.013580223	0.018198615	3.9327767e-06	
6.28	0.021851775	0.021372239	0.027203286	0.01352362	0.018170638	3.9257506e-06	
6.29	0.021783931	0.021306744	0.027138942	0.013467302	0.018142748	3.9187487e-06	
6.3	0.021716385	0.021241533	0.027074883	0.013411268	0.018114943	3.9117709e-06	
6.31	0.021649136	0.021176605	0.027011108	0.013355516	0.018087223	3.9048169e-06	
6.32	0.021582182	0.021111958	0.026947615	0.013300043	0.018059588	3.8978867e-06	
6.33	0.021515523	0.021047591	0.026884404	0.013244849	0.018032037	3.8909803e-06	
6.34	0.021449155	0.020983501	0.026821471	0.013189932	0.01800457	3.8840973e-06	
6.35	0.021383079	0.020919689	0.026758816	0.01313529	0.017977187	3.8772378e-06	
6.36	0.021317291	0.020856151	0.026696438	0.013080921	0.017949887	3.8704016e-06	
6.37	0.021251791	0.020792887	0.026634335	0.013026823	0.01792267	3.8635886e-06	
6.38	0.021186576	0.020729896	0.026572504	0.012972996	0.017895536	3.8567988e-06	
6.39	0.021121646	0.020667175	0.026510946	0.012919437	0.017868483	3.8500318e-06	
6.4	0.021056999	0.020604723	0.026449658	0.012866146	0.017841512	3.8432878e-06	
6.41	0.020992633	0.020542539	0.02638864	0.012813119	0.017814623	3.8365665e-06	
6.42	0.020928547	0.020480622	0.026327889	0.012760357	0.017787815	3.8298679e-06	
6.43	0.020864739	0.02041897	0.026267404	0.012707856	0.017761087	3.8231918e-06	
6.44	0.020801207	0.020357581	0.026207184	0.012655616	0.01773444	3.8165381e-06	
6.45	0.020737951	0.020296455	0.026147227	0.012603635	0.017707872	3.8099067e-06	
6.46	0.020674969	0.020235589	0.026087532	0.012551912	0.017681384	3.8032975e-06	
6.47	0.020612258	0.020174983	0.026028097	0.012500445	0.017654975	3.7967104e-06	
6.48	0.020549819	0.020114635	0.025968922	0.012449232	0.017628645	3.7901454e-06	
6.49	0.020487649	0.020054543	0.025910005	0.012398272	0.017602394	3.7836022e-06	
6.5	0.020425746	0.019994707	0.025851344	0.012347564	0.017576221	3.7770807e-06	
6.51	0.02036411	0.019935124	0.025792938	0.012297106	0.017550125	3.770581e-06	
6.52	0.020302739	0.019875794	0.025734786	0.012246896	0.017524107	3.7641028e-06	
6.53	0.020241632	0.019816716	0.025676886	0.012196933	0.017498166	3.7576461e-06	
6.54	0.020180786	0.019757887	0.025619238	0.012147216	0.017472301	3.7512107e-06	
6.55	0.020120202	0.019699307	0.025561839	0.012097743	0.017446513	3.7447966e-06	
6.56	0.020059876	0.019640975	0.025504688	0.012048513	0.017420802	3.7384036e-06	
6.57	0.019999809	0.019582888	0.025447785	0.011999525	0.017395166	3.7320317e-06	
6.58	0.019939998	0.019525046	0.025391127	0.011950776	0.017369605	3.7256808e-06	
6.59	0.019880442	0.019467447	0.025334714	0.011902265	0.017344119	3.7193507e-06	
6.6	0.01982114	0.019410091	0.025278544	0.011853992	0.017318708	3.7130414e-06	
6.61	0.01976209	0.019352975	0.025222616	0.011805954	0.017293372	3.7067527e-06	
6.62	0.019703292	0.019296099	0.025166929	0.011758151	0.017268109	3.7004846e-06	
6.63	0.019644743	0.019239461	0.025111481	0.011710581	0.01724292	3.6942369e-06	
6.64	0.019586442	0.019183061	0.025056271	0.011663242	0.017217805	3.6880096e-06	
6.65	0.019528389	0.019126896	0.025001298	0.011616134	0.017192763	3.6818026e-06	
6.66	0.019470581	0.019070965	0.024946561	0.011569254	0.017167794	3.6756157e-06	
6.67	0.019413018	0.019015268	0.024892059	0.011522603	0.017142897	3.6694489e-06	
6.68	0.019355698	0.018959804	0.024837789	0.011476177	0.017118072	3.6633021e-06	
6.69	0.01929862	0.01890457	0.024783752	0.011429976	0.017093319	3.6571752e-06	
6.7	0.019241782	0.018849565	0.024729945	0.011383999	0.017068638	3.6510681e-06	
6.71	0.019185184	0.01879479	0.024676368	0.011338245	0.017044027	3.6449806e-06	
6.72	0.019128823	0.018740241	0.02462302	0.011292711	0.017019488	3.6389128e-06	
6.73	0.0190727	0.018685919	0.024569898	0.011247397	0.016995019	3.6328645e-06	
6.74	0.019016812	0.018631821	0.024517003	0.011202302	0.016970621	3.6268356e-06	
6.75	0.018961158	0.018577948	0.024464332	0.011157424	0.016946293	3.6208261e-06	
6.76	0.018905737	0.018524297	0.024411886	0.011112761	0.016922034	3.6148358e-06	
6.77	0.018850548	0.018470867	0.024359662	0.011068314	0.016897845	3.6088646e-06	
6.78	0.018795589	0.018417658	0.024307659	0.01102408	0.016873725	3.6029125e-06	
6.79	0.01874086	0.018364668	0.024255876	0.010980059	0.016849673	3.5969794e-06	
6.8	0.018686359	0.018311896	0.024204313	0.010936248	0.01682569	3.5910652e-06	
6.81	0.018632085	0.018259341	0.024152967	0.010892647	0.016801776	3.5851698e-06	
6.82	0.018578037	0.018207002	0.024101839	0.010849255	0.016777929	3.579293e-06	
6.83	0.018524213	0.018154877	0.024050926	0.010806071	0.01675415	3.573435e-06	
6.84	0.018470613	0.018102966	0.024000228	0.010763092	0.016730438	3.5675954e-06	
6.85	0.018417234	0.018051267	0.023949743	0.010720319	0.016706793	3.5617743e-06	
6.86	0.018364077	0.017999779	0.023899471	0.010677749	0.016683215	3.5559716e-06	
6.87	0.01831114	0.017948502	0.02384941	0.010635383	0.016659704	3.5501872e-06	
6.88	0.018258422	0.017897434	0.023799559	0.010593218	0.016636259	3.544421e-06	
6.89	0.018205921	0.017846574	0.023749918	0.010551253	0.016612879	3.5386729e-06	
6.9	0.018153636	0.017795922	0.023700484	0.010509487	0.016589566	3.5329428e-06	
6.91	0.018101567	0.017745475	0.023651258	0.01046792	0.016566318	3.5272307e-06	
6.92	0.018049712	0.017695233	0.023602238	0.01042655	0.016543134	3.5215364e-06	
6.93	0.01799807	0.017645195	0.023553422	0.010385375	0.016520016	3.51586e-06	
6.94	0.01794664	0.017595359	0.023504811	0.010344396	0.016496962	3.5102012e-06	
6.95	0.017895421	0.017545726	0.023456402	0.01030361	0.016473973	3.5045601e-06	
6.96	0.017844412	0.017496293	0.023408195	0.010263016	0.016451047	3.4989366e-06	
6.97	0.017793612	0.01744706	0.023360189	0.010222615	0.016428186	3.4933305e-06	
6.98	0.017743019	0.017398025	0.023312383	0.010182403	0.016405387	3.4877418e-06	
6.99	0.017692633	0.017349188	0.023264775	0.010142381	0.016382652	3.4821704e-06	
7	0.017642452	0.017300548	0.023217366	0.010102547	0.01635998	3.4766162e-06	
7.01	0.017592475	0.017252104	0.023170153	0.0100629	0.016337371	3.4710792e-06	
7.02	0.017542702	0.017203854	0.023123135	0.01002344	0.016314824	3.4655593e-06	
7.03	0.017493131	0.017155798	0.023076313	0.0099841641	0.016292339	3.4600564e-06	
7.04	0.017443762	0.017107935	0.023029684	0.0099450727	0.016269916	3.4545704e-06	
7.05	0.017394592	0.017060263	0.022983248	0.0099061642	0.016247555	3.4491013e-06	
7.06	0.017345622	0.017012782	0.022937004	0.0098674377	0.016225256	3.4436489e-06	
7.07	0.01729685	0.016965491	0.022890951	0.0098288922	0.016203017	3.4382132e-06	
7.08	0.017248275	0.016918388	0.022845088	0.0097905266	0.016180839	3.4327942e-06	
7.09	0.017199896	0.016871474	0.022799413	0.00975234	0.016158722	3.4273917e-06	
7.1	0.017151713	0.016824746	0.022753927	0.0097143313	0.016136666	3.4220057e-06	
7.11	0.017103723	0.016778205	0.022708628	0.0096764995	0.016114669	3.4166361e-06	
7.12	0.017055927	0.016731848	0.022663515	0.0096388437	0.016092733	3.4112828e-06	
7.13	0.017008323	0.016685675	0.022618587	0.0096013628	0.016070856	3.4059458e-06	
7.14	0.01696091	0.016639686	0.022573843	0.0095640559	0.016049038	3.4006249e-06	
7.15	0.016913687	0.016593879	0.022529282	0.0095269221	0.01602728	3.3953202e-06	
7.16	0.016866653	0.016548253	0.022484904	0.0094899603	0.016005581	3.3900315e-06	
7.17	0.016819808	0.016502808	0.022440708	0.0094531696	0.01598394	3.3847588e-06	
7.18	0.01677315	0.016457542	0.022396692	0.009416549	0.015962358	3.379502e-06	
7.19	0.016726678	0.016412455	0.022352856	0.0093800976	0.015940834	3.3742611e-06	
7.2	0.016680392	0.016367545	0.022309198	0.0093438145	0.015919368	3.3690359e-06	
7.21	0.01663429	0.016322812	0.022265719	0.0093076987	0.01589796	3.3638264e-06	
7.22	0.016588371	0.016278255	0.022222417	0.0092717494	0.015876609	3.3586325e-06	
7.23	0.016542636	0.016233874	0.02217929	0.0092359655	0.015855316	3.3534542e-06	
7.24	0.016497082	0.016189666	0.022136339	0.0092003461	0.015834079	3.3482913e-06	
7.25	0.016451708	0.016145632	0.022093563	0.0091648905	0.0158129	3.3431439e-06	
7.26	0.016406515	0.01610177	0.02205096	0.0091295975	0.015791777	3.3380118e-06	
7.27	0.0163615	0.01605808	0.022008529	0.0090944665	0.01577071	3.3328951e-06	
7.28	0.016316663	0.01601456	0.021966271	0.0090594964	0.0157497	3.3277935e-06	
7.29	0.016272004	0.015971211	0.021924183	0.0090246863	0.015728746	3.3227071e-06	
7.3	0.01622752	0.01592803	0.021882266	0.0089900355	0.015707847	3.3176358e-06	
7.31	0.016183213	0.015885018	0.021840518	0.008955543	0.015687004	3.3125795e-06	
7.32	0.016139079	0.015842173	0.021798938	0.008921208	0.015666216	3.3075382e-06	
7.33	0.016095119	0.015799494	0.021757527	0.0088870295	0.015645483	3.3025118e-06	
7.34	0.016051332	0.015756981	0.021716281	0.0088530068	0.015624805	3.2975002e-06	
7.35	0.016007717	0.015714633	0.021675202	0.0088191389	0.015604181	3.2925033e-06	
7.36	0.015964272	0.01567245	0.021634288	0.0087854251	0.015583612	3.2875212e-06	
7.37	0.015920998	0.015630429	0.021593539	0.0087518645	0.015563097	3.2825537e-06	
7.38	0.015877893	0.015588571	0.021552953	0.0087184562	0.015542636	3.2776008e-06	
7.39	0.015834957	0.015546875	0.02151253	0.0086851995	0.015522229	3.2726624e-06	
7.4	0.015792188	0.015505339	0.021472269	0.0086520935	0.015501875	3.2677384e-06	
7.41	0.015749585	0.015463964	0.021432169	0.0086191373	0.015481575	3.2628288e-06	
7.42	0.015707149	0.015422748	0.021392229	0.0085863302	0.015461328	3.2579336e-06	
7.43	0.015664878	0.01538169	0.021352449	0.0085536713	0.015441133	3.2530526e-06	
7.44	0.015622771	0.01534079	0.021312828	0.0085211599	0.015420992	3.2481859e-06	
7.45	0.015580828	0.015300047	0.021273365	0.0084887952	0.015400903	3.2433332e-06	
7.46	0.015539047	0.01525946	0.02123406	0.0084565763	0.015380866	3.2384947e-06	
7.47	0.015497428	0.015219029	0.02119491	0.0084245025	0.015360881	3.2336702e-06	
7.48	0.01545597	0.015178752	0.021155917	0.0083925729	0.015340948	3.2288597e-06	
7.49	0.015414673	0.015138629	0.021117079	0.0083607868	0.015321067	3.224063e-06	
7.5	0.015373535	0.01509866	0.021078395	0.0083291435	0.015301237	3.2192803e-06	
7.51	0.015332555	0.015058843	0.021039864	0.0082976421	0.015281459	3.2145113e-06	
7.52	0.015291734	0.015019177	0.021001487	0.008266282	0.015261731	3.209756e-06	
7.53	0.015251069	0.014979662	0.020963261	0.0082350622	0.015242055	3.2050144e-06	
7.54	0.015210561	0.014940298	0.020925187	0.0082039821	0.015222429	3.2002865e-06	
7.55	0.015170208	0.014901083	0.020887263	0.008173041	0.015202854	3.1955721e-06	
7.56	0.015130011	0.014862017	0.020849489	0.008142238	0.015183329	3.1908712e-06	
7.57	0.015089967	0.014823099	0.020811865	0.0081115724	0.015163854	3.1861837e-06	
7.58	0.015050076	0.014784328	0.020774389	0.0080810436	0.015144429	3.1815096e-06	
7.59	0.015010338	0.014745703	0.02073706	0.0080506507	0.015125053	3.1768489e-06	
7.6	0.014970752	0.014707225	0.020699879	0.0080203931	0.015105728	3.1722014e-06	
7.61	0.014931317	0.014668892	0.020662844	0.00799027	0.015086451	3.1675672e-06	
7.62	0.014892032	0.014630703	0.020625954	0.0079602807	0.015067224	3.1629462e-06	
7.63	0.014852897	0.014592658	0.02058921	0.0079304244	0.015048046	3.1583382e-06	
7.64	0.014813911	0.014554756	0.02055261	0.0079007006	0.015028916	3.1537433e-06	
7.65	0.014775073	0.014516997	0.020516153	0.0078711084	0.015009835	3.1491614e-06	
7.66	0.014736382	0.014479379	0.020479839	0.0078416472	0.014990802	3.1445925e-06	
7.67	0.014697837	0.014441902	0.020443667	0.0078123162	0.014971818	3.1400365e-06	
7.68	0.014659439	0.014404566	0.020407637	0.0077831149	0.014952882	3.1354933e-06	
7.69	0.014621186	0.014367369	0.020371748	0.0077540424	0.014933993	3.1309629e-06	
7.7	0.014583078	0.014330311	0.020335999	0.0077250981	0.014915153	3.1264452e-06	
7.71	0.014545113	0.014293392	0.020300389	0.0076962814	0.014896359	3.1219402e-06	
7.72	0.014507292	0.01425661	0.020264918	0.0076675916	0.014877613	3.1174479e-06	
7.73	0.014469613	0.014219965	0.020229586	0.0076390279	0.014858914	3.1129681e-06	
7.74	0.014432076	0.014183457	0.02019439	0.0076105897	0.014840263	3.1085009e-06	
7.75	0.01439468	0.014147084	0.020159332	0.0075822764	0.014821657	3.1040462e-06	
7.76	0.014357424	0.014110847	0.02012441	0.0075540873	0.014803099	3.0996038e-06	
7.77	0.014320308	0.014074744	0.020089624	0.0075260218	0.014784587	3.0951739e-06	
7.78	0.014283331	0.014038775	0.020054973	0.0074980791	0.014766121	3.0907563e-06	
7.79	0.014246492	0.014002938	0.020020456	0.0074702587	0.014747701	3.0863509e-06	
7.8	0.014209792	0.013967235	0.019986072	0.0074425599	0.014729327	3.0819578e-06	
7.81	0.014173228	0.013931663	0.019951822	0.0074149821	0.014710999	3.0775769e-06	
7.82	0.014136801	0.013896223	0.019917704	0.0073875246	0.014692717	3.0732081e-06	
7.83	0.014100509	0.013860913	0.019883718	0.0073601868	0.01467448	3.0688514e-06	
7.84	0.014064352	0.013825733	0.019849864	0.007332968	0.014656288	3.0645067e-06	
7.85	0.01402833	0.013790683	0.019816139	0.0073058678	0.014638141	3.0601739e-06	
7.86	0.013992442	0.013755761	0.019782545	0.0072788854	0.014620039	3.0558531e-06	
7.87	0.013956687	0.013720968	0.01974908	0.0072520201	0.014601982	3.0515442e-06	
7.88	0.013921065	0.013686302	0.019715744	0.0072252716	0.014583969	3.0472472e-06	
7.89	0.013885574	0.013651763	0.019682537	0.007198639	0.014566001	3.0429619e-06	
7.9	0.013850215	0.013617351	0.019649456	0.0071721218	0.014548076	3.0386884e-06	
7.91	0.013814986	0.013583064	0.019616503	0.0071457194	0.014530196	3.0344265e-06	
7.92	0.013779887	0.013548903	0.019583676	0.0071194312	0.01451236	3.0301763e-06	
7.93	0.013744918	0.013514866	0.019550975	0.0070932566	0.014494568	3.0259377e-06	
7.94	0.013710078	0.013480954	0.0195184	0.007067195	0.014476819	3.0217107e-06	
